row_label_raw,row_label_full,col_0,Chỉ tiêu,Năm 2025(đồng),Năm 2024(đồng),Tỷ lệ thay đổi,numeric__Chỉ tiêu,numeric__Năm 2025(đồng),numeric__Năm 2024(đồng),numeric__Tỷ lệ thay đổi
1,1,1,Doanh thu thuần,3.341.884.710.619,6.885.252.649.255,-51%,,3341884710619.0,6885252649255.0,-0.51
2,2,2,Lãi thuần sau thuế,751.036.477.132,837.292.883.330,-10%,,751036477132.0,837292883330.0,-0.1
