row_label_raw,row_label_full,Code,ITEMS,Notes,Current year,Previous year,numeric__ITEMS,numeric__Notes,numeric__Current year,numeric__Previous year
10,10,10,1. Net revenues from sale of goods and rendering of services,25.1,"3,341,884,710,619","6,885,252,649,255",,251.0,,
11,11,11,2. Costs of goods sold and services rendered,26,"(2,015,947,392,545)","(4,104,840,536,101)",,26.0,,
20,20,20,3. Gross profit from sale of goods and rendering of services,,"1,325,937,318,074","2,780,412,113,154",,,,
21,20 > 21,21,4. Finance income,25.2,"1,256,671,457,865","688,572,478,915",,252.0,,
22,20 > 22,22,5. Finance expenses,27,"(1,051,722,070,405)","(1,148,489,826,630)",,27.0,,
23,23,23,- In which: Interest expenses,,"(416,246,212,899)","(390,368,065,149)",,,,
25,23 > 25,25,6. Selling expenses,28,"(320,066,787,603)","(622,824,294,873)",,28.0,,
26,23 > 26,26,7. General and administrative expenses,28,"(373,556,896,995)","(497,421,294,948)",,28.0,,
30,30,30,8. Operating profit,,"837,263,020,936","1,200,249,175,618",,,,
31,30 > 31,31,9. Other income,29,"31,370,235,468","17,965,823,381",,29.0,,
32,30 > 32,32,10. Other expenses,29,"(4,742,291,251)","(11,950,615,657)",,29.0,,
40,40,40,11. Other profit,,"26,627,944,217","6,015,207,724",,,,
50,50,50,12. Accounting profit before tax,,"863,890,965,153","1,206,264,383,342",,,,
51,50 > 51,51,13. Current corporate income tax expense,30.1,"(120,529,382,264)","(272,390,824,035)",,301.0,,
52,50 > 52,52,14. Deferred tax income (expense),30.3,"7,674,894,243","(96,580,675,977)",,303.0,,
60,60,60,15. Net profit after tax,,"751,036,477,132","837,292,883,330",,,,
