row_label_raw,row_label_full,col_0,Current year,VND Previous year,numeric__Current year,numeric__VND Previous year
Contributed capital,Contributed capital,Contributed capital,Contributed capital,Contributed capital,,
Beginning balance,Beginning balance,Beginning balance,"3,847,774,710,000","3,847,774,710,000",,
Increase during the year,Increase during the year,Increase during the year,"1,003,199,120,000",-,,
Ending balance,Ending balance,Ending balance,"4,850,973,830,000","3,847,774,710,000",,
Dividend declared and paid during the year,Dividend declared and paid during the year,Dividend declared and paid during the year,Dividend declared and paid during the year,Dividend declared and paid during the year,,
Cash dividends declared,Cash dividends declared,Cash dividends declared,"192,129,186,429","192,003,958,029",,
Dividends paid in cash,Dividends paid in cash,Dividends paid in cash,"192,129,186,429","191,917,998,063",,
