row_label_raw,row_label_full,Nam Long CP > Nam Long Bus,Subsidiary,Deposit,"3,061,619,905 > 510,121,365","3,061,619,905 > 510,121,365_1",numeric__Subsidiary,numeric__Deposit,"numeric__3,061,619,905 > 510,121,365","numeric__3,061,619,905 > 510,121,365_1"
Anabuki,Anabuki,Anabuki,Associate,Deposit,"110,000,000","110,000,000",,,,
Tan Hiep,Tan Hiep,Tan Hiep,Related party,Deposit,"567,000,000","567,000,000",,,,
,,,,,"4,248,741,270","4,248,741,270",,,,
