row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Vay ngắn hạn ngân hàng (TM số 21.2),Ngắn hạn > Vay ngắn hạn ngân hàng (TM số 21.2),Vay ngắn hạn ngân hàng (TM số 21.2),459.917.778.977,675.926.488.211,459917778977.0,675926488211.0
Vay ngắn hạn bên liên quan (TM số 21.1 và 31),Ngắn hạn > Vay ngắn hạn bên liên quan (TM số 21.1 và 31),Vay ngắn hạn bên liên quan (TM số 21.1 và 31),363.562.644.081,408.020.552.171,363562644081.0,408020552171.0
Trái phiếu dài hạn đến hạn trả (TM số 21.4),Ngắn hạn > Trái phiếu dài hạn đến hạn trả (TM số 21.4),Trái phiếu dài hạn đến hạn trả (TM số 21.4),-,655.575.633.373,,655575633373.0
,,,823.480.423.058,1.739.522.673.755,823480423058.0,1739522673755.0
Dải hạn,Dải hạn,Dải hạn,Dải hạn,Dải hạn,,
Trái phiếu (TM số 21.4),Dải hạn > Trái phiếu (TM số 21.4),Trái phiếu (TM số 21.4),3.625.660.416.660,2.956.515.416.664,3625660416660.0,2956515416664.0
Vay ngân hàng (TM số 21.3),Dải hạn > Vay ngân hàng (TM số 21.3),Vay ngân hàng (TM số 21.3),400.000.000.000,400.000.000.000,400000000000.0,400000000000.0
Vay bên liên quan (TM số 21.2 và 31),Dải hạn > Vay bên liên quan (TM số 21.2 và 31),Vay bên liên quan (TM số 21.2 và 31),-,176.042.091.910,,176042091910.0
,,,4.025.660.416.660,3.532.557.508.574,4025660416660.0,3532557508574.0
TỔNG CỘNG,Dải hạn > TỔNG CỘNG,TỔNG CỘNG,4.849.140.839.718,5.272.080.182.329,4849140839718.0,5272080182329.0
