row_label_raw,row_label_full,Năm phát sinh,Có thể chuyển lỗ đến năm,Lỗ tính thuế,Đã chuyển lỗ đến ngày 31/12/2025,Chưa chuyển lỗ tại ngày 31/12/2025,numeric__Có thể chuyển lỗ đến năm,numeric__Lỗ tính thuế,numeric__Đã chuyển lỗ đến ngày 31/12/2025,numeric__Chưa chuyển lỗ tại ngày 31/12/2025
Trụ sở chính,Trụ sở chính,Trụ sở chính,Trụ sở chính,Trụ sở chính,Trụ sở chính,Trụ sở chính,,,,
2023 (*),Trụ sở chính > 2023 (*),2023 (*),2028,542.287.281.391,(463.746.708.192),78.540.573.199,2028.0,542287281391.0,-463746708192.0,78540573199.0
2024 (*),Trụ sở chính > 2024 (*),2024 (*),2029,1.018.306.441,-,1.018.306.441,2029.0,1018306441.0,,1018306441.0
Chi nhánh hạch toán độc lập,Chi nhánh hạch toán độc lập,Chi nhánh hạch toán độc lập,Chi nhánh hạch toán độc lập,Chi nhánh hạch toán độc lập,Chi nhánh hạch toán độc lập,Chi nhánh hạch toán độc lập,,,,
2021 (**),Chi nhánh hạch toán độc lập > 2021 (**),2021 (**),2026,3.558.039.522,(3.558.039.522),-,2026.0,3558039522.0,-3558039522.0,
2023 (**),Chi nhánh hạch toán độc lập > 2023 (**),2023 (**),2028,5.296.371.631,(5.296.371.631),-,2028.0,5296371631.0,-5296371631.0,
TỔNG CỘNG,Chi nhánh hạch toán độc lập > TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,552.159.998.985,(472.601.119.345),79.558.879.640,,552159998985.0,-472601119345.0,79558879640.0
