row_label_raw,row_label_full,Code,ASSETS,Notes,Ending balance,Beginning balance,numeric__ASSETS,numeric__Notes,numeric__Ending balance,numeric__Beginning balance
100,100,100,A. CURRENT ASSETS,,"8,349,475,424,753","8,007,268,581,800",,,,
110,100 > 110,110,I. Cash and cash equivalents,5,"4,624,393,318,962","3,390,289,401,797",,5.0,,
111,111,111,1. Cash,,"1,017,778,229,708","872,708,611,197",,,,
112,112,112,2. Cash equivalents,,"3,606,615,089,254","2,517,580,790,600",,,,
120,120,120,II. Short-term investment,,"799,755,007,642","198,606,149,000",,,,
123,120 > 123,123,1. Held-to-maturity investments,6,"799,755,007,642","198,606,149,000",,6.0,,
130,130,130,III. Current accounts receivables,,"1,271,041,208,898","1,671,979,926,883",,,,
131,130 > 131,131,1. Short-term trade receivables,7,"518,862,687,220","1,028,059,862,710",,7.0,,
132,130 > 132,132,2. Short-term advances to suppliers,8,"142,297,624,229","174,371,203,395",,8.0,,
135,130 > 135,135,3. Short-term loan receivables,31,"190,000,000,000",-,,31.0,,
136,130 > 136,136,4. Other short-term receivables,9,"470,656,648,138","520,324,611,467",,9.0,,
137,130 > 137,137,5. Provision for doubtful debts,"7,8","(50,775,750,689)","(50,775,750,689)",,7.8,,
140,130 > 140,140,IV. Inventory,10,"1,581,737,226,165","2,735,652,126,714",,10.0,,
141,141,141,1. Inventories,,"1,581,737,226,165","2,735,652,126,714",,,,
150,150,150,V. Other current assets,,"72,548,663,086","10,740,977,406",,,,
151,150 > 151,151,1. Short-term prepaid expenses,11,"5,421,140,603","5,179,003,888",,11.0,,
152,150 > 152,152,2. Value-added tax deductible,18,"57,984,135,060","5,361,973,518",,18.0,,
153,150 > 153,153,3. Tax and other receivables from the States,18,"9,143,387,423","200,000,000",,18.0,,
200,200,200,B. NON-CURRENT ASSETS,,"11,618,946,112,310","12,068,643,642,865",,,,
210,210,210,I. Long-term receivable,,"442,594,302,394","7,397,919,958",,,,
215,210 > 215,215,1. Long-term loan receivables,31,"435,127,112,000",-,,31.0,,
216,210 > 216,216,2. Other long-term receivables,9,"7,467,190,394","7,397,919,958",,9.0,,
220,220,220,II. Fixed assets,,"37,110,815,504","60,735,627,765",,,,
221,220 > 221,221,1. Tangible fixed assets,12,"1,562,515,413","2,991,346,569",,12.0,,
222,222,222,Cost,,"17,471,493,900","19,580,408,118",,,,
223,223,223,Accumulated depreciation,,"(15,908,978,487)","(16,589,061,549)",,,,
227,223 > 227,227,2. Intangible fixed assets,13,"35,548,300,091","57,744,281,196",,13.0,,
228,228,228,Cost,,"121,842,550,509","121,842,550,509",,,,
229,229,229,Accumulated amortisation,,"(86,294,250,418)","(64,098,269,313)",,,,
230,229 > 230,230,III. Investment properties,14,"4,351,260,990",-,,14.0,,
231,231,231,1. Cost,,"5,178,780,937","816,491,827",,,,
232,232,232,2. Accumulated depreciation,,"(827,519,947)","(816,491,827)",,,,
240,240,240,IV. Long term asset in progress,,"156,825,000","749,690,000",,,,
242,242,242,1. Construction in progress,,"156,825,000","749,690,000",,,,
250,242 > 250,250,V. Long-term investments,15,"11,009,481,610,387","11,872,943,874,652",,15.0,,
251,242 > 251,251,1. Investments in subsidiaries,15.1,"6,512,568,771,620","10,342,479,990,403",,151.0,,
252,242 > 252,252,2. Investments in jointly controlled entities,15.2,"4,496,912,838,767","1,530,463,884,249",,152.0,,
260,260,260,VI. Other long-term assets,,"125,251,298,035","126,816,530,490",,,,
261,260 > 261,261,1. Long-term prepaid expenses,11,"61,648,104,983","70,888,231,681",,11.0,,
262,260 > 262,262,2. Deferred tax assets,30.3,"63,603,193,052","55,928,298,809",,303.0,,
270,270,270,TOTAL ASSETS,,"19,968,421,537,063","20,075,912,224,665",,,,
