row_label_raw,row_label_full,NLG - NNR - HRFuji,Công ty con,Nhận góp vốnHĐHTKD -Dự án Akari,333.000.000.000,583.000.000.000,numeric__Công ty con,numeric__Nhận góp vốnHĐHTKD -Dự án Akari,numeric__333.000.000.000,numeric__583.000.000.000
NLG - NNR - HRFuji,NLG - NNR - HRFuji,NLG - NNR - HRFuji,Công ty con,Chia lợi nhuận -Dự án Akari,155.920.101.218,133.454.021.559,,,155920101218.0,133454021559.0
Nam Long ADC,Nam Long ADC,Nam Long ADC,Công ty con,Nhận góp vốnHĐHTKD -Dự án Ehome,34.728.474.884,34.728.474.884,,,34728474884.0,34728474884.0
Nam Phan,Nam Phan,Nam Phan,Công ty con,Khác,138.678.918,138.678.918,,,138678918.0,138678918.0
Nam LongMekong,Nam LongMekong,Nam LongMekong,Công ty con,Lãi vay,-,660.666.665,,,,660666665.0
,,,,,523.787.255.020,751.981.842.026,,,523787255020.0,751981842026.0
