row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Số đầu năm
Vay dài hạn (TM số 21.2),Vay dài hạn (TM số 21.2),Vay dài hạn (TM số 21.2),Vay dài hạn (TM số 21.2),Vay dài hạn (TM số 21.2),Vay dài hạn (TM số 21.2),Vay dài hạn (TM số 21.2),,,,
Nam Phan,Vay dài hạn (TM số 21.2) > Nam Phan,Nam Phan,Công ty con,Vay,-,176.042.091.910,,,,176042091910.0
Chi phí phải trả ngắn hạn (TM số 19),Chi phí phải trả ngắn hạn (TM số 19),Chi phí phải trả ngắn hạn (TM số 19),Chi phí phải trả ngắn hạn (TM số 19),Chi phí phải trả ngắn hạn (TM số 19),Chi phí phải trả ngắn hạn (TM số 19),Chi phí phải trả ngắn hạn (TM số 19),,,,
Nam Phan,Chi phí phải trả ngắn hạn (TM số 19) > Nam Phan,Nam Phan,Công ty con,Lãi vay,55.390.243.444,45.129.516.186,,,55390243444.0,45129516186.0
Nguyên Sơn,Chi phí phải trả ngắn hạn (TM số 19) > Nguyên Sơn,Nguyên Sơn,Công ty con,Lãi vay,38.008.624.334,39.008.624.334,,,38008624334.0,39008624334.0
Nam Phát Land,Chi phí phải trả ngắn hạn (TM số 19) > Nam Phát Land,Nam Phát Land,Công ty con,Lãi vay,9.683.333.334,6.621.666.667,,,9683333334.0,6621666667.0
Nam Long Mekong,Chi phí phải trả ngắn hạn (TM số 19) > Nam Long Mekong,Nam Long Mekong,Công ty con,Lãi vay,8.499.518.023,6.429.934.431,,,8499518023.0,6429934431.0
Nam Khang,Chi phí phải trả ngắn hạn (TM số 19) > Nam Khang,Nam Khang,Công ty con,Lãi vay,3.639.108.335,9.364.677.779,,,3639108335.0,9364677779.0
Nam Long Retail,Chi phí phải trả ngắn hạn (TM số 19) > Nam Long Retail,Nam Long Retail,Công ty con,Lãi vay,1.658.500.000,-,,,1658500000.0,
Nam Long CP,Chi phí phải trả ngắn hạn (TM số 19) > Nam Long CP,Nam Long CP,Công ty con,Lãi vay,1.646.666.667,653.333.333,,,1646666667.0,653333333.0
Kikyo Valora,Chi phí phải trả ngắn hạn (TM số 19) > Kikyo Valora,Kikyo Valora,Công ty con,Lãi vay,-,20.816.666.672,,,,20816666672.0
Vận tải Nam Long,Chi phí phải trả ngắn hạn (TM số 19) > Vận tải Nam Long,Vận tải Nam Long,Công ty con,Lãi vay,-,2.556.209.588,,,,2556209588.0
Nam Long Land,Chi phí phải trả ngắn hạn (TM số 19) > Nam Long Land,Nam Long Land,Công ty con,Phí tư vấn,-,957.500.000,,,,957500000.0
,,,,,118.525.994.137,131.538.128.990,,,118525994137.0,131538128990.0
