row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
10,10,10,1. Doanh thu thuần về bán hàng và cung cấp dịch vụ,25.1,3.341.884.710.619,6.885.252.649.255,,251.0,3341884710619.0,6885252649255.0
11,11,11,2. Giá vốn hàng bán và dịch vụ cung cấp,26,(2.015.947.392.545),(4.104.840.536.101),,26.0,-2015947392545.0,-4104840536101.0
20,20,20,3. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.325.937.318.074,2.780.412.113.154,,,1325937318074.0,2780412113154.0
21,21,21,4. Doanh thu hoạt động tài chính,25.2,1.256.671.457.865,688.572.478.915,,252.0,1256671457865.0,688572478915.0
22,22,22,5. Chi phí tài chính- Trong đó: Chi phí lãi vay,27,(1.051.722.070.405)(416.246.212.899),(1.148.489.826.630)(390.368.065.149),,27.0,,
23,23,23,5. Chi phí tài chính- Trong đó: Chi phí lãi vay,27,(1.051.722.070.405)(416.246.212.899),(1.148.489.826.630)(390.368.065.149),,27.0,,
25,25,25,6. Chi phí bán hàng,28,(320.066.787.603),(622.824.294.873),,28.0,-320066787603.0,-622824294873.0
26,26,26,7. Chi phí quản lý doanh nghiệp,28,(373.556.896.995),(497.421.294.948),,28.0,-373556896995.0,-497421294948.0
30,30,30,8. Lợi nhuận thuần từ hoạt động kinh doanh,,837.263.020.936,1.200.249.175.618,,,837263020936.0,1200249175618.0
31,31,31,9. Thu nhập khác,29,31.370.235.468,17.965.823.381,,29.0,31370235468.0,17965823381.0
32,32,32,10. Chi phí khác,29,(4.742.291.251),(11.950.615.657),,29.0,-4742291251.0,-11950615657.0
40,40,40,11. Lợi nhuận khác,,26.627.944.217,6.015.207.724,,,26627944217.0,6015207724.0
50,50,50,12. Tổng lợi nhuận lợi nhuận kế toán trước thuế,,863.890.965.153,1.206.264.383.342,,,863890965153.0,1206264383342.0
51,51,51,13. Chi phí thuế TNDN hiện hành,30.1,(120.529.382.264),(272.390.824.035),,301.0,-120529382264.0,-272390824035.0
52,52,52,14. Thu nhập (chi phí) thuế TNDN hoãn lại,30.3,7.674.894.243,(96.580.675.977),,303.0,7674894243.0,-96580675977.0
60,60,60,15. Lợi nhuận sau thuế TNDN,,751.036.477.132,837.292.883.330,,,751036477132.0,837292883330.0
