row_label_raw,row_label_full,Nam Long Land > Nam Khang > Nam LongMekong > Nam Long CP,Công ty con,Phí dịch vụtư vấn quản lý > Phí dịch vụxây dựng > Chi phí thuê,413.584.250.737 > 120.666.196.121 > 94.670.283.063 > 16.357.949.558,254.728.578.542 > 129.627.801.023 > 95.734.005.660 > 20.275.355.094,numeric__Công ty con,numeric__Phí dịch vụtư vấn quản lý > Phí dịch vụxây dựng > Chi phí thuê,numeric__413.584.250.737 > 120.666.196.121 > 94.670.283.063 > 16.357.949.558,numeric__254.728.578.542 > 129.627.801.023 > 95.734.005.660 > 20.275.355.094
Sản Giao Dịch,Sản Giao Dịch,Sản Giao Dịch,Công ty con,Dịch vụ môi giới,9.813.741.392,34.262.093.969,,,9813741392.0,34262093969.0
Dịch vụNam Long,Dịch vụNam Long,Dịch vụNam Long,Công ty con,Phí dịch vụtư vấn quản lý,4.168.022.858,4.168.022.858,,,4168022858.0,4168022858.0
Anabuki,Anabuki,Anabuki,Công tyliền kết,Phí dịch vụtư vấn quản lý,3.936.595.000,3.936.595.000,,,3936595000.0,3936595000.0
NLG - NNR - HRFuji,NLG - NNR - HRFuji,NLG - NNR - HRFuji,Công ty con,Phí dịch vụtư vấn quản lý,990.000.000,-,,,990000000.0,
Vận tải Nam Long,Vận tải Nam Long,Vận tải Nam Long,Công ty con,Phí dịch vụtư vấn quản lý,273.691.773,112.814.254,,,273691773.0,112814254.0
Nam Long VCD,Nam Long VCD,Nam Long VCD,Công ty con,Phí dịch vụtư vấn quản lý,166.425.590,166.425.590,,,166425590.0,166425590.0
Nam Long ADC,Nam Long ADC,Nam Long ADC,Công ty con,Phí dịch vụtư vấn quản lý,151.295.000,5.665.694.799,,,151295000.0,5665694799.0
Southgate,Southgate,Southgate,Công ty con,Phí dịch vụtư vấn quản lý,-,109.161.479,,,,109161479.0
,,,,,664.778.451.092,548.786.548.268,,,664778451092.0,548786548268.0
