row_label_raw,row_label_full,col_0,Current year,VND Previous year,numeric__Current year,numeric__VND Previous year
"Cost of project management services and cost of land, apartments, town houses and villas","Cost of project management services and cost of land, apartments, town houses and villas","Cost of project management services and cost of land, apartments, town houses and villas","2,013,349,795,599","4,104,552,157,530",,
Cost of rendering of services,Cost of rendering of services,Cost of rendering of services,"2,597,596,946","288,378,571",,
TOTAL,TOTAL,TOTAL,"2,015,947,392,545","4,104,840,536,101",,
