row_label_raw,row_label_full,col_0,Current year,VND Previous year,numeric__Current year,numeric__VND Previous year
Current CIT expense,Current CIT expense,Current CIT expense,"119,648,323,304","256,796,049,340",,
Adjustment for under accrual of tax from prior year,Adjustment for under accrual of tax from prior year,Adjustment for under accrual of tax from prior year,"881,058,960","15,594,774,695",,
TOTAL,TOTAL,TOTAL,"120,529,382,264","272,390,824,035",,
Deferred tax (income) expense,Deferred tax (income) expense,Deferred tax (income) expense,"(7,674,894,243)","96,580,675,977",,
TOTAL,TOTAL,TOTAL,"112,854,488,021","368,971,500,012",,
