row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,416.246.212.899,390.368.065.149,416246212899.0,390368065149.0
Chi phí bồi hoàn (TM số 19),Chi phí bồi hoàn (TM số 19),Chi phí bồi hoàn (TM số 19),357.057.080.380,-,357057080380.0,
Chia lợi nhuận cho các bên theo HĐHTKD,Chia lợi nhuận cho các bên theo HĐHTKD,Chia lợi nhuận cho các bên theo HĐHTKD,252.466.079.659,653.805.948.982,252466079659.0,653805948982.0
Chi phí phát hành trái phiếu và chi phí khác,Chi phí phát hành trái phiếu và chi phí khác,Chi phí phát hành trái phiếu và chi phí khác,25.752.697.467,101.753.312.499,25752697467.0,101753312499.0
Lỗ từ thanh lý các khoản đầu tư,Lỗ từ thanh lý các khoản đầu tư,Lỗ từ thanh lý các khoản đầu tư,-,2.562.500.000,,2562500000.0
Chi phí khác,Chi phí khác,Chi phí khác,200.000.000,-,200000000.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.051.722.070.405,1.148.489.826.630,1051722070405.0,1148489826630.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi phí tài chính với bên liên quan,Trong đó: > Chi phí tài chính với bên liên quan,Chi phí tài chính với bên liên quan,283.891.998.497,697.146.048.055,283891998497.0,697146048055.0
Chi phí tài chính với khách hàng khác,Trong đó: > Chi phí tài chính với khách hàng khác,Chi phí tài chính với khách hàng khác,767.830.071.908,451.343.778.575,767830071908.0,451343778575.0
