row_label_raw,row_label_full,Code,RESOURCES,Notes,Ending balance,Beginning balance,numeric__RESOURCES,numeric__Notes,numeric__Ending balance,numeric__Beginning balance
300,300,300,C. LIABILITIES,,"8,074,073,752,313","11,214,883,945,351",,,,
310,310,310,I. Current liabilities,,"3,959,611,467,484","7,639,151,382,932",,,,
311,310 > 311,311,1. Short-term trade payables,16,"725,346,210,029","1,015,014,298,623",,16.0,,
312,310 > 312,312,2. Short-term advances from customers,17,"792,183,162,990","2,632,024,069,040",,17.0,,
313,310 > 313,313,3. Statutory obligations,18,"43,078,830,078","297,123,206,300",,18.0,,
314,314,314,4. Payables to employees,,"15,586,593,585","11,188,343,531",,,,
315,314 > 315,315,5. Short-term accrued expenses,19,"818,634,681,532","1,017,019,034,947",,19.0,,
318,318,318,6. Short-term unearned revenues,,"4,439,750,000","4,555,597,758",,,,
319,318 > 319,319,7. Other short-term payables,20,"707,106,160,286","878,815,439,678",,20.0,,
320,318 > 320,320,8. Short-term loans,21,"823,480,423,058","1,739,522,673,755",,21.0,,
322,318 > 322,322,9. Bonus and welfare fund,22,"29,755,655,926","43,888,719,300",,22.0,,
330,330,330,II. Non-current liabilities,,"4,114,462,284,829","3,575,732,562,419",,,,
337,337,337,1. Other long-term liabilities,,"2,623,779,240","2,768,559,555",,,,
338,337 > 338,338,2. Long-term loans,21,"4,025,660,416,660","3,532,557,508,574",,21.0,,
342,337 > 342,342,3. Long-term provisions,23,"86,178,088,929","40,406,494,290",,23.0,,
400,400,400,D. OWNERS' EQUITY,,"11,894,347,784,750","8,861,028,279,314",,,,
410,400 > 410,410,I. Capital,24.1,"11,894,347,784,750","8,861,028,279,314",,241.0,,
411,400 > 411,411,1. Share capital,24.1,"4,850,973,830,000","3,847,774,710,000",,241.0,,
411a,411a,411a,- Shares with voting rights,,"4,850,973,830,000","3,847,774,710,000",,,,
412,411a > 412,412,2. Share premium,24.1,"3,930,637,940,967","2,431,271,455,967",,241.0,,
418,411a > 418,418,3. Investment and development fund,24.1,"5,940,860,165","5,940,860,165",,241.0,,
421,411a > 421,421,4. Undistributed earnings,24.1,"3,106,795,153,618","2,576,041,253,182",,241.0,,
421a,421a,421a,- Undistributed earnings up to the prior year-end,,"2,355,758,676,486","1,738,748,369,852",,,,
421b,421b,421b,- Undistributed earnings of current year,,"751,036,477,132","837,292,883,330",,,,
440,440,440,TOTAL LIABILITIES AND OWNERS' EQUITY,,"19,968,421,537,063","20,075,912,224,665",,,,
