row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2021 VND,Năm 2020 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2021 VND,numeric__Năm 2020 VND
,,,"I. Lưu chuyển tiền hoạt động môi giới, ủy thác của khách hàng",,,,,,,
01,01,01,1. Tiền thu bán chứng khoán môi giới cho khách hàng,,276.427.382.628.868,84.523.929.035.310,,,276427382628868.0,84523929035310.0
02,02,02,2. Tiền chi mua chứng khoán môi giới cho khách hàng,,(279.119.567.459.430),(85.355.222.559.350),,,-279119567459430.0,-85355222559350.0
07,07,07,3. Nhận tiền gửi/(chi trả) để thanh toán giao dịch chứng khoán của khách hàng,,3.831.698.112.731,2.501.638.842.073,,,3831698112731.0,2501638842073.0
11,11,11,4. Chi trả phí lưu ký chứng khoán của khách hàng,,(11.473.058.492),(8.766.216.471),,,-11473058492.0,-8766216471.0
14,14,14,5. Tiền thu của Tổ chức phát hành chứng khoán,,5.752.066.162.611,1.940.391.733.518,,,5752066162611.0,1940391733518.0
15,15,15,6. Tiền chi trả Tổ chức phát hành chứng khoán,,(5.734.171.845.245),(1.940.419.972.164),,,-5734171845245.0,-1940419972164.0
20,20,20,Tăng/(giảm) tiền thuần trong năm,,1.145.934.541.043,1.661.550.862.916,,,1145934541043.0,1661550862916.0
30,30,30,II. Tiền và các khoản tương đương tiền đầu năm của khách hàng,,2.531.036.532.005,869.485.669.089,,,2531036532005.0,869485669089.0
31,31,31,Tiền gửi ngân hàng đầu năm:,,2.531.036.532.005,869.485.669.089,,,2531036532005.0,869485669089.0
32,32,32,- Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý,,2.516.821.135.267,858.050.647.695,,,2516821135267.0,858050647695.0
33,33,33,- Tiền gửi tổng hợp giao dịch chứng khoán cho khách hàng,,5.023.102.737,2.214.488.747,,,5023102737.0,2214488747.0
35,35,35,- Tiền gửi của Tổ chức phát hành,,9.192.294.001,9.220.532.647,,,9192294001.0,9220532647.0
40,40,40,III. Tiền và các khoản tương đương tiền cuối năm của khách hàng,,3.676.971.073.048,2.531.036.532.005,,,3676971073048.0,2531036532005.0
41,41,41,Tiền gửi ngân hàng cuối năm:,,3.676.971.073.048,2.531.036.532.005,,,3676971073048.0,2531036532005.0
42,42,42,- Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý,,3.624.388.650.402,2.516.821.135.267,,,3624388650402.0,2516821135267.0
43,43,43,- Tiền gửi tổng hợp giao dịch chứng khoán cho khách hàng,,25.495.811.279,5.023.102.737,,,25495811279.0,5023102737.0
45,45,45,- Tiền gửi của Tổ chức phát hành,,27.086.611.367,9.192.294.001,,,27086611367.0,9192294001.0
