row_label_raw,row_label_full,Danh mục các loại tài sản tài chính,Giá trị mua theo số kế toán VND,Giá trị hợp lý VND,Số dư chênh lệch đánh giá lại cuối năm VND,Số dư chênh lệch đánh giá lại đầu năm VND,Chênh lệch thuần điều chỉnh số kế toán trong năm VND,Chênh lệch tăng VND,Chênh lệch giảm VND,numeric__Giá trị mua theo số kế toán VND,numeric__Giá trị hợp lý VND,numeric__Số dư chênh lệch đánh giá lại cuối năm VND,numeric__Số dư chênh lệch đánh giá lại đầu năm VND,numeric__Chênh lệch thuần điều chỉnh số kế toán trong năm VND,numeric__Chênh lệch tăng VND,numeric__Chênh lệch giảm VND
MSN,MSN,MSN,1.079.758,1.710.000,630.242,-,630.242,630.242,-,1079758.0,1710000.0,630242.0,,630242.0,630242.0,
HPG,HPG,HPG,14.240.998,13.316.800,(924.198),(831.094.776),830.170.578,-,830.170.578,14240998.0,13316800.0,-924198.0,-831094776.0,830170578.0,,830170578.0
VNM,VNM,VNM,-,-,-,(49.790.953),49.790.953,-,49.790.953,,,,-49790953.0,49790953.0,,49790953.0
FPT,FPT,FPT,7.145.602.987,7.056.654.000,(88.948.987),(27.190.794),(61.758.193),-,(61.758.193),7145602987.0,7056654000.0,-88948987.0,-27190794.0,-61758193.0,,-61758193.0
KDH,KDH,KDH,3.761.691,4.590.000,828.309,(24.851.838),25.680.147,828.309,24.851.838,3761691.0,4590000.0,828309.0,-24851838.0,25680147.0,828309.0,24851838.0
ACB,ACB,ACB,27.721.797.512,28.942.050.000,1.220.252.488,-,1.220.252.488,1.220.252.488,-,27721797512.0,28942050000.0,1220252488.0,,1220252488.0,1220252488.0,
TCB,TCB,TCB,-,-,-,(3.873.333.571),3.873.333.571,-,3.873.333.571,,,,-3873333571.0,3873333571.0,,3873333571.0
MWG,MWG,MWG,4.340.792,4.077.000,(263.792),-,(263.792),-,(263.792),4340792.0,4077000.0,-263792.0,,-263792.0,,-263792.0
VRE,VRE,VRE,-,-,-,(277.792.360),277.792.360,-,277.792.360,,,,-277792360.0,277792360.0,,277792360.0
STB,STB,STB,-,-,-,(52.065.010),52.065.010,-,52.065.010,,,,-52065010.0,52065010.0,,52065010.0
VNM,VNM,VNM,-,-,-,(49.790.953),49.790.953,-,49.790.953,,,,-49790953.0,49790953.0,,49790953.0
VPB,VPB,VPB,1.079.758,1.426.000,346.242,1.031.074.230,(1.030.727.988),(1.030.727.988),-,1079758.0,1426000.0,346242.0,1031074230.0,-1030727988.0,-1030727988.0,
PNJ,PNJ,PNJ,4.340.792,3.834.000,(506.792),56.616.754,(57.123.546),(56.616.754),(506.792),4340792.0,3834000.0,-506792.0,56616754.0,-57123546.0,-56616754.0,-506792.0
HDB,HDB,HDB,2.859.613,3.295.000,435.387,308.375.643,(307.940.256),(307.940.256),-,2859613.0,3295000.0,435387.0,308375643.0,-307940256.0,-307940256.0,
Tổng cộng,Tổng cộng,Tổng cộng,34.899.103.901,36.030.952.800,1.131.848.899,(3.789.843.628),4.921.692.527,(173.573.959),5.095.266.486,34899103901.0,36030952800.0,1131848899.0,-3789843628.0,4921692527.0,-173573959.0,5095266486.0
