row_label_raw,row_label_full,col_0,31/12/2021 > Giá gốc VND,31/12/2021 > Giá trị hợp lý VND,31/12/2020 > Giá gốc VND,31/12/2020 > Giá trị hợp lý VND,numeric__31/12/2021 > Giá gốc VND,numeric__31/12/2021 > Giá trị hợp lý VND,numeric__31/12/2020 > Giá gốc VND,numeric__31/12/2020 > Giá trị hợp lý VND
FPT,FPT,FPT,7.145.602.987,7.056.654.000,1.042.460.106,1.069.650.900,7145602987.0,7056654000.0,1042460106.0,1069650900.0
HDB,HDB,HDB,-,-,-,47.500,,,,47500.0
HPG,HPG,HPG,14.240.998,13.316.800,42.368.924.224,43.200.019.000,14240998.0,13316800.0,42368924224.0,43200019000.0
KDH,KDH,KDH,3.761.691,4.590.000,361.908.162,386.760.000,3761691.0,4590000.0,361908162.0,386760000.0
MSN,MSN,MSN,1.079.758,1.710.000,18.074.424.770,19.105.499.000,1079758.0,1710000.0,18074424770.0,19105499000.0
MWG,MWG,MWG,4.340.792,4.077.000,2.134.710.246,2.191.327.000,4340792.0,4077000.0,2134710246.0,2191327000.0
PNJ,PNJ,PNJ,2.609.130,2.886.000,7.234.395.986,7.608.330.000,2609130.0,2886000.0,7234395986.0,7608330000.0
STB,STB,STB,-,-,1.086.994.990,1.139.060.000,,,1086994990.0,1139060000.0
TCB,TCB,TCB,-,-,17.096.216.429,20.969.550.000,,,17096216429.0,20969550000.0
VNM,VNM,VNM,5.269.324.023,5.269.324.023,16.137.037.847,16.186.828.800,5269324023.0,5269324023.0,16137037847.0,16186828800.0
VPB,VPB,VPB,2.859.613,1.790.000,3.947.499.357,4.255.875.000,2859613.0,1790000.0,3947499357.0,4255875000.0
ACB,ACB,ACB,27.721.797.512,28.942.050.000,-,-,27721797512.0,28942050000.0,,
VRE,VRE,VRE,-,-,2.877.907.640,3.155.700.000,,,2877907640.0,3155700000.0
Tổng cộng,Tổng cộng,Tổng cộng,40.165.616.504,41.296.397.823,112.362.479.757,119.268.647.200,40165616504.0,41296397823.0,112362479757.0,119268647200.0
