row_label_raw,row_label_full,STT,Danh mục các khoản đầu tư,Số lượng bán Đơn vị,Tổng giá trị bán VND,Giá vốn bình quân gia quyền VND,Lỗ bán chứng khoán năm nay VND,Lỗ bán chứng khoán năm trước VND,numeric__Danh mục các khoản đầu tư,numeric__Số lượng bán Đơn vị,numeric__Tổng giá trị bán VND,numeric__Giá vốn bình quân gia quyền VND,numeric__Lỗ bán chứng khoán năm nay VND,numeric__Lỗ bán chứng khoán năm trước VND
6,6,6,Chứng quyền,47.324.920,140.420.860.922,174.823.032.000,121.943.267.028,26.589.235.560,,47324920.0,140420860922.0,174823032000.0,121943267028.0,26589235560.0
6,6,6,Đáo hạn chứng quyền CHPG2104,705.650,,,14.961.037.567,-,,705650.0,,,14961037567.0,
6,6,6,Đáo hạn chứng quyền CSTB2102,301.150,,,13.424.303.383,-,,301150.0,,,13424303383.0,
6,6,6,Đáo hạn chứng quyền CVPB2102,318.700,,,12.386.745.336,-,,318700.0,,,12386745336.0,
6,6,6,Đáo hạn chứng quyền CHPG2106,1.755.500,,,11.337.373.389,-,,1755500.0,,,11337373389.0,
6,6,6,Đáo hạn chứng quyền CHPG2026,521.020,,,9.325.547.904,-,,521020.0,,,9325547904.0,
6,6,6,Mua chứng quyền CHPG2026,2.594.100,15.882.495.440,23.132.128.000,7.249.632.560,-,,2594100.0,15882495440.0,23132128000.0,7249632560.0,
6,6,6,Mua chứng quyền CSTB2102,1.496.300,12.224.495.950,16.133.906.000,3.909.410.050,-,,1496300.0,12224495950.0,16133906000.0,3909410050.0,
6,6,6,Mua chứng quyền CVPB2102,1.340.700,12.542.646.526,15.626.972.000,3.084.325.474,-,,1340700.0,12542646526.0,15626972000.0,3084325474.0,
6,6,6,Mua chứng quyền CFPT2017,2.823.900,10.754.787.128,13.251.425.000,2.496.637.872,-,,2823900.0,10754787128.0,13251425000.0,2496637872.0,
6,6,6,Mua chứng quyền CSTB2017,2.153.000,12.330.491.103,14.342.749.000,2.012.257.897,-,,2153000.0,12330491103.0,14342749000.0,2012257897.0,
6,6,6,Lỗ mua một số chứng quyền khác,33.314.900,76.685.944.775,92.335.852.000,41.755.995.596,26.589.235.560,,33314900.0,76685944775.0,92335852000.0,41755995596.0,26589235560.0
7,7,7,Hợp đồng tương lai,-,-,-,-,14.492.120.000,,,,,,14492120000.0
7,7,7,Tổng cộng,162.872.966,12.862.477.533.979,12.941.582.058.291,166.645.620.262,112.091.432.862,,162872966.0,12862477533979.0,12941582058291.0,166645620262.0,112091432862.0
