row_label_raw,row_label_full,col_0,Nội dung nghiệp vụ,31/12/2021 Phải thu/(Phải trả) VND,31/12/2020 Phải thu/(Phải trả) VND,numeric__Nội dung nghiệp vụ,numeric__31/12/2021 Phải thu/(Phải trả) VND,numeric__31/12/2020 Phải thu/(Phải trả) VND
Ngân hàng TMCP Quân Đội,Ngân hàng TMCP Quân Đội,Ngân hàng TMCP Quân Đội,Tiền gửi thanh toán của Công ty,32.289.149.436,30.143.673.271,,32289149436.0,30143673271.0
Ngân hàng TMCP Quân Đội,Ngân hàng TMCP Quân Đội,Ngân hàng TMCP Quân Đội,Tiền gửi có kỳ hạn của Công ty,1.137.320.000.000,542.320.000.000,,1137320000000.0,542320000000.0
Ngân hàng TMCP Quân Đội,Ngân hàng TMCP Quân Đội,Ngân hàng TMCP Quân Đội,Lãi dự thu tiền gửi của Công ty,24.944.945.958,13.511.698.959,,24944945958.0,13511698959.0
Ngân hàng TMCP Quân Đội,Ngân hàng TMCP Quân Đội,Ngân hàng TMCP Quân Đội,Tiền gửi giao dịch của Nhà đầu tư,1.049.116.026.962,1.110.119.671.561,,1049116026962.0,1110119671561.0
Ngân hàng TMCP Quân Đội,Ngân hàng TMCP Quân Đội,Ngân hàng TMCP Quân Đội,Phải thu phí hợp tác cho vay thanh toán tiền mua chứng khoán,91.132.325,782.863.203,,91132325.0,782863203.0
Ngân hàng TMCP Quân Đội,Ngân hàng TMCP Quân Đội,Ngân hàng TMCP Quân Đội,Phải trả chi phí thuê văn phòng,-,(332.000.000),,,-332000000.0
Công ty TNHH bảo hiểm nhân thọ MB Ageas,Công ty TNHH bảo hiểm nhân thọ MB Ageas,Công ty TNHH bảo hiểm nhân thọ MB Ageas,Đặt cọc thuê văn phòng,-,(1.111.228.170),,,-1111228170.0
Công ty TNHH Quản lý nợ và khai thác tài sản Ngân hàng TMCP Quân đội,Công ty TNHH Quản lý nợ và khai thác tài sản Ngân hàng TMCP Quân đội,Công ty TNHH Quản lý nợ và khai thác tài sản Ngân hàng TMCP Quân đội,Đặt cọc thuê văn phòng,909.270.500,13.258.300,,909270500.0,13258300.0
Công ty TNHH Quản lý nợ và khai thác tài sản Ngân hàng TMCP Quân đội,Công ty TNHH Quản lý nợ và khai thác tài sản Ngân hàng TMCP Quân đội,Công ty TNHH Quản lý nợ và khai thác tài sản Ngân hàng TMCP Quân đội,Phải trả chi phí tiền điện và thuê văn phòng,(50.853.000),(80.178.296),,-50853000.0,-80178296.0
Công ty tài chính TNHH MB Shinsei,Công ty tài chính TNHH MB Shinsei,Công ty tài chính TNHH MB Shinsei,Phải thu phí lưu ký,150.000.000,-,,150000000.0,
