row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,31/12/2021 VND,31/12/2020 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__31/12/2021 VND,numeric__31/12/2020 VND
300,300,300,C. NỘ PHẢI TRẢ,,7.635.694.807.694,4.955.227.678.095,,,7635694807694.0,4955227678095.0
310,310,310,I. Nợ phải trả ngắn hạn,,6.798.797.328.015,4.775.706.309.161,,,6798797328015.0,4775706309161.0
311,311,311,1. Vay và nợ thuê tài chính ngắn hạn,19,6.266.414.308.030,2.206.843.000.000,,19.0,6266414308030.0,2206843000000.0
312,312,312,1.1. Vay ngắn hạn,,6.266.414.308.030,2.206.843.000.000,,,6266414308030.0,2206843000000.0
318,318,318,2. Phải trả hoạt động giao dịch chứng khoán,20,30.234.768.959,40.209.367.939,,20.0,30234768959.0,40209367939.0
320,320,320,3. Phải trả người bán ngắn hạn,21,20.304.428.797,408.518.796.761,,21.0,20304428797.0,408518796761.0
321,321,321,4. Người mua trả tiền trước ngắn hạn,,2.458.002.000,2.141.002.000,,,2458002000.0,2141002000.0
322,322,322,5. Thuế và các khoản phải nộp Nhà nước,22,86.331.826.534,45.505.365.098,,22.0,86331826534.0,45505365098.0
323,323,323,6. Phải trả người lao động,,17.609.621.574,9.241.405.870,,,17609621574.0,9241405870.0
324,324,324,7. Các khoản trích nộp phúc lợi nhân viên,,4.862.689.937,3.750.693.088,,,4862689937.0,3750693088.0
325,325,325,8. Chi phí phải trả ngắn hạn,23,191.475.017.406,49.485.192.001,,23.0,191475017406.0,49485192001.0
327,327,327,9. Doanh thu chưa thực hiện ngắn hạn,,3.485.436.664,262.303.989,,,3485436664.0,262303989.0
328,328,328,"10. Nhận ký quỹ, ký cược ngắn hạn",24,158.248.586.015,1.998.030.365.477,,24.0,158248586015.0,1998030365477.0
329,329,329,"11. Các khoản phải trả, phải nộp ngắn hạn khác",25,10.167.563.241,7.674.305.560,,25.0,10167563241.0,7674305560.0
331,331,331,"12. Quỹ khen thưởng, phúc lợi",,7.205.078.858,4.044.511.378,,,7205078858.0,4044511378.0
340,340,340,II. Nợ phải trả dài hạn,,836.897.479.679,179.521.368.934,,,836897479679.0,179521368934.0
346,346,346,1. Trái phiếu phát hành dài hạn,26,834.981.394.746,178.191.975.264,,26.0,834981394746.0,178191975264.0
352,352,352,"2. Nhận ký quỹ, ký cược dài hạn",,218.165.500,1.329.393.670,,,218165500.0,1329393670.0
356,356,356,3. Thuế thu nhập phải trả hoãn lại,,1.697.919.433,-,,,1697919433.0,
400,400,400,D. VỐN CHỦ SỞ HỮU,,3.411.545.908.108,2.060.368.472.704,,,3411545908108.0,2060368472704.0
410,410,410,I. Vốn chủ sở hữu,27.1,3.411.545.908.108,2.060.368.472.704,,271.0,3411545908108.0,2060368472704.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,2.675.521.133.200,1.643.181.396.700,,,2675521133200.0,1643181396700.0
411.1,411.1,411.1,1.1. Vốn góp của chủ sở hữu,,2.676.183.240.000,1.643.310.840.000,,,2676183240000.0,1643310840000.0
411.1a,411.1a,411.1a,a. Cổ phiếu phổ thông,,2.676.183.240.000,1.643.310.840.000,,,2676183240000.0,1643310840000.0
411.5,411.5,411.5,1.2. Cổ phiếu quỹ,,(662.106.800),(129.443.300),,,-662106800.0,-129443300.0
414,414,414,2. Quỹ dự trữ bổ sung vốn điều lệ,,69.328.039.314,39.987.506.742,,,69328039314.0,39987506742.0
415,415,415,3. Quỹ dự phòng tài chính và rủi ro nghiệp vụ,,69.318.055.214,39.977.522.642,,,69318055214.0,39977522642.0
416,416,416,4. Các quỹ khác thuộc Vốn chủ sở hữu,,1.625.982.305,1.625.982.305,,,1625982305.0,1625982305.0
417,417,417,5. Lợi nhuận chưa phân phối,27.2,595.752.698.075,335.596.064.315,,272.0,595752698075.0,335596064315.0
417.1,417.1,417.1,5.1 Lợi nhuận đã thực hiện,,590.397.020.344,340.448.459.848,,,590397020344.0,340448459848.0
417.2,417.2,417.2,5.2 Lợi nhuận chưa thực hiện,,5.355.677.731,(4.852.395.533),,,5355677731.0,-4852395533.0
440,440,440,TỔNG CỘNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,11.047.240.715.802,7.015.596.150.799,,,11047240715802.0,7015596150799.0
