row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2021 VND,Năm 2020 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2021 VND,numeric__Năm 2020 VND
,,,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận trước thuế TNDN,,736.275.485.072,336.105.078.681,,,736275485072.0,336105078681.0
02,02,02,Điều chỉnh cho các khoản:,,286.607.409.782,126.894.184.265,,,286607409782.0,126894184265.0
03,03,03,Khẩu hao TSCĐ,,22.103.983.238,14.791.178.689,,,22103983238.0,14791178689.0
04,04,04,Các khoản dự phòng,,24.840.055.283,(37.538.398.046),,,24840055283.0,-37538398046.0
05,05,05,Lãi chênh lệch tỷ giá hối đoái chưa thực hiện,,-,(12.586.680),,,,-12586680.0
06,06,06,"Dự chi lãi vay, lãi trái phiếu phát hành",,319.880.432.482,187.285.347.054,,,319880432482.0,187285347054.0
08,08,08,Dự thu tiền lãi,,(80.217.061.221),(37.631.356.752),,,-80217061221.0,-37631356752.0
10,10,10,Tăng các chi phí phi tiền tệ,,(10.039.481.963),(2.754.407.057),,,-10039481963.0,-2754407057.0
11,11,11,Lỗ đánh giá lại giá trị các tài sản tài chính FVTPL,29.2,(10.039.481.963),(2.754.407.057),,292.0,-10039481963.0,-2754407057.0
18,18,18,Giảm các doanh thu phi tiền tệ,,(2.720.609.617),(3.451.894.379),,,-2720609617.0,-3451894379.0
19,19,19,Lãi đánh giá lại giá trị các tài sản tài chính FVTPL,29.2,(2.720.609.617),(3.451.894.379),,292.0,-2720609617.0,-3451894379.0
30,30,30,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,1.010.122.803.274,456.792.961.510,,,1010122803274.0,456792961510.0
31,31,31,Tăng tài sản tài chính FVTPL,,(253.284.872.758),(701.056.789.689),,,-253284872758.0,-701056789689.0
32,32,32,Tăng các khoản đầu tư HTM,,(704.850.000.000),(279.990.000.000),,,-704850000000.0,-279990000000.0
33,33,33,Tăng các khoản cho vay,,(3.027.949.414.497),(1.433.940.798.670),,,-3027949414497.0,-1433940798670.0
34,34,34,(Tăng)/giảm tài sản tài chính AFS,,(4.584.328.133),13.518.785.000,,,-4584328133.0,13518785000.0
35,35,35,Giảm/(tăng) phải thu bán các tài sản tài chính,,117.226.806.100,(120.229.160.100),,,117226806100.0,-120229160100.0
36,36,36,"Giảm phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính",,37.631.356.752,22.503.477.610,,,37631356752.0,22503477610.0
37,37,37,Giảm các khoản phải thu các dịch vụ CTCK cung cấp,,2.283.918.146,146.355.437.738,,,2283918146.0,146355437738.0
39,39,39,(Tăng) các khoản phải thu khác,,(17.862.885.165),(146.476.064.883),,,-17862885165.0,-146476064883.0
40,40,40,(Tăng)/giảm các tài sản khác,,(1.643.666.350),1.490.481.870,,,-1643666350.0,1490481870.0
41,41,41,Giảm chi phí phải trả (không bao gồm chi phí lãi vay),,106.488.015.465,7.697.209.011,,,106488015465.0,7697209011.0
42,42,42,(Tăng)/giảm chi phí trả trước,,(35.387.042.074),5.835.910.993,,,-35387042074.0,5835910993.0
43,43,43,Thuế TNDN đã nộp,22,(133.859.888.738),(52.694.394.141),,22.0,-133859888738.0,-52694394141.0
44,44,44,Lãi vay đã trả,,(284.378.622.542),(196.658.940.644),,,-284378622542.0,-196658940644.0
45,45,45,(Giảm)/tăng phải trả cho người bán,,(389.013.596.134),396.063.172.453,,,-389013596134.0,396063172453.0
46,46,46,Tăng các khoản trích nộp phúc lợi nhân viên,,1.111.996.849,672.782.878,,,1111996849.0,672782878.0
47,47,47,Tăng thuế và các khoản phải nộp Nhà nước (Không bao gồm thuế TNDN đã nộp),,27.738.066.455,12.234.108.373,,,27738066455.0,12234108373.0
48,48,48,Tăng phải trả người lao động,,8.368.215.704,6.924.980.207,,,8368215704.0,6924980207.0
50,50,50,"(Giảm)/tăng phải trả, phải nộp khác",,(1.848.377.654.522),496.880.531.201,,,-1848377654522.0,496880531201.0
60,60,60,Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh,,(5.390.220.792.168),(1.364.076.309.283),,,-5390220792168.0,-1364076309283.0
