row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,31/12/2021 VND,31/12/2020 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__31/12/2021 VND,numeric__31/12/2020 VND
200,200,200,B. TÀI SẢN DÀI HẠN,,246.154.292.003,299.499.242.896,,,246154292003.0,299499242896.0
210,210,210,I. Tài sản tài chính dài hạn,,10.000.000.000,150.000.000.000,,,10000000000.0,150000000000.0
212,212,212,1. Các khoản đầu tư,,10.000.000.000,150.000.000.000,,,10000000000.0,150000000000.0
212.1,212.1,212.1,2.1. Các khoản đầu tư nằm giữ đến ngày đảo hạn,7.2,10.000.000.000,150.000.000.000,,72.0,10000000000.0,150000000000.0
220,220,220,II. Tài sản cố định,,121.732.322.717,53.153.319.005,,,121732322717.0,53153319005.0
221,221,221,1. Tài sản cố định hữu hình,14,80.757.121.150,35.608.810.803,,14.0,80757121150.0,35608810803.0
222,222,222,1.1. Nguyên giá,,163.571.392.077,104.530.974.735,,,163571392077.0,104530974735.0
223a,223a,223a,1.2. Giá trị khấu hao lũy kế,,(82.814.270.927),(68.922.163.932),,,-82814270927.0,-68922163932.0
227,227,227,2. Tài sản cố định vô hình,15,40.975.201.567,17.544.508.202,,15.0,40975201567.0,17544508202.0
228,228,228,2.1. Nguyên giá,,64.740.748.537,32.872.301.271,,,64740748537.0,32872301271.0
229a,229a,229a,2.2. Giá trị hao mòn lũy kế,,(23.765.546.970),(15.327.793.069),,,-23765546970.0,-15327793069.0
250,250,250,III. Tài sản dài hạn khác,,114.421.969.286,96.345.923.891,,,114421969286.0,96345923891.0
251,251,251,"1. Cảm cố, thế chấp, ký quỹ, ký cược dài hạn",,3.130.373.768,2.573.511.568,,,3130373768.0,2573511568.0
252,252,252,2. Chi phí trả trước dài hạn,16,83.225.219.965,67.372.088.116,,16.0,83225219965.0,67372088116.0
253,253,253,3. Tài sản thuế thu nhập hoãn lại,,-,854.098.883,,,,854098883.0
254,254,254,4. Tiền nộp Quỹ Hồ trợ thanh toán,17,17.956.433.957,15.456.433.957,,17.0,17956433957.0,15456433957.0
255,255,255,5. Tài sản dài hạn khác,18,10.109.941.596,10.089.791.367,,18.0,10109941596.0,10089791367.0
270,270,270,TỔNG CỘNG TÀI SẢN,,11.047.240.715.802,7.015.596.150.799,,,11047240715802.0,7015596150799.0
