row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,31/12/2021 VND,31/12/2020 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__31/12/2021 VND,numeric__31/12/2020 VND
100,100,100,A. TÀI SẢN NGẮN HẠN,,10.801.086.423.799,6.716.096.907.903,,,10801086423799.0,6716096907903.0
110,110,110,I. Tài sản tài chính,,10.749.300.163.847,6.682.215.673.225,,,10749300163847.0,6682215673225.0
111,111,111,1. Tiền và các khoản tương đương tiền,5,118.318.984.352,96.948.819.458,,5.0,118318984352.0,96948819458.0
111.1,111.1,111.1,1.1. Tiền,,91.018.984.352,49.648.819.458,,,91018984352.0,49648819458.0
111.2,111.2,111.2,1.2. Các khoản tương đương tiền,,27.300.000.000,47.300.000.000,,,27300000000.0,47300000000.0
112,112,112,2. Các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),7.1,1.722.347.864.808,1.468.603.179.653,,71.0,1722347864808.0,1468603179653.0
113,113,113,3. Các khoản đầu tư nắm giữ đến ngày đáo hạn (HTM),7.2,1.584.415.039.025,739.565.039.025,,72.0,1584415039025.0,739565039025.0
114,114,114,4. Các khoản cho vay,7.3,7.151.289.176.293,4.123.339.761.796,,73.0,7151289176293.0,4123339761796.0
115,115,115,5. Các tài sản tài chính sẵn sàng để bán (AFS),7.4,117.949.857.502,113.365.529.369,,74.0,117949857502.0,113365529369.0
116,116,116,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thể chấp,7.5,(82.583.086.500),(59.055.729.445),,75.0,-82583086500.0,-59055729445.0
117,117,117,7. Các khoản phải thu,8,83.219.415.221,157.860.516.852,,8.0,83219415221.0,157860516852.0
117.1,117.1,117.1,7.1. Phải thu bán các tài sản tài chính,,3.002.354.000,120.229.160.100,,,3002354000.0,120229160100.0
117.2,117.2,117.2,"7.2. Phải thu và dự thu cổ tức, tiến lãi các tài sản tài chính",,80.217.061.221,37.631.356.752,,,80217061221.0,37631356752.0
,,,"7.2.1. Phải thu cổ tức, tiền lãi đến ngày nhận",,36.417.255.215,5.813.239.017,,,36417255215.0,5813239017.0
,,,"7.2.2. Dự thu cổ tức, tiền lãi chưa đến ngày nhận",,43.799.806.006,31.818.117.735,,,43799806006.0,31818117735.0
118,118,118,8. Trả trước cho người bán,,27.392.863.570,15.860.420.816,,,27392863570.0,15860420816.0
119,119,119,9. Phải thu các dịch vụ công ty chứng khoán cung cấp,9,20.989.313.964,23.268.232.110,,9.0,20989313964.0,23268232110.0
122,122,122,10. Các khoản phải thu khác,10,10.061.633.840,5.959.803.591,,10.0,10061633840.0,5959803591.0
129,129,129,11. Dự phòng suy giảm giá trị các khoản phải thu,11,(4.100.898.228),(3.499.900.000),,11.0,-4100898228.0,-3499900000.0
130,130,130,II. Tài sản ngắn hạn khác,,51.786.259.952,33.881.234.678,,,51786259952.0,33881234678.0
131,131,131,1. Tạm ứng,,1.076.680.879,983.822.696,,,1076680879.0,983822696.0
132,132,132,"2. Vật tư văn phòng, công cụ, dụng cụ",,2.070.802.126,436.515.736,,,2070802126.0,436515736.0
133,133,133,3. Chỉ phí trả trước ngắn hạn,12,24.013.308.548,4.479.398.323,,12.0,24013308548.0,4479398323.0
134,134,134,"4. Cầm cố, thể chấp, ký quỹ, ký cược ngắn hạn",13,15.090.000.000,15.223.478.223,,13.0,15090000000.0,15223478223.0
136,136,136,5. Thuế và các khoản phải thu Nhà nước,22,35.468.399,-,,22.0,35468399.0,
137,137,137,6. Tài sản ngắn hạn khác,,9.500.000.000,12.758.019.700,,,9500000000.0,12758019700.0
