row_label_raw,row_label_full,col_0,31/12/2021 > Giá gốc VND,31/12/2021 > Giá trị hợp lý VND,31/12/2020 > Giá gốc VND,31/12/2020 > Giá trị hợp lý VND,numeric__31/12/2021 > Giá gốc VND,numeric__31/12/2021 > Giá trị hợp lý VND,numeric__31/12/2020 > Giá gốc VND,numeric__31/12/2020 > Giá trị hợp lý VND
Cổ phiếu niêm yết,Cổ phiếu niêm yết,Cổ phiếu niêm yết,92.501.168.787,93.600.823.000,124.215.792.649,124.855.634.464,92501168787.0,93600823000.0,124215792649.0,124855634464.0
HPG,HPG,HPG,1.949.239.140,1.800.876.800,42.436.185.051,43.279.603.000,1949239140.0,1800876800.0,42436185051.0,43279603000.0
TCB,TCB,TCB,60.337.546,58.900.000,17.096.216.429,20.969.550.000,60337546.0,58900000.0,17096216429.0,20969550000.0
MSN,MSN,MSN,-,-,18.075.097.896,19.106.388.000,,,18075097896.0,19106388000.0
VNM,VNM,VNM,5.909.189.653,5.753.030.400,16.218.455.127,16.268.646.400,5909189653.0,5753030400.0,16218455127.0,16268646400.0
PNJ,PNJ,PNJ,-,-,7.272.234.294,7.654.176.000,,,7272234294.0,7654176000.0
VPB,VPB,VPB,-,-,3.982.178.682,4.301.862.500,,,3982178682.0,4301862500.0
SD3,SD3,SD3,793.436,825.600,9.157.541.200,3.323.988.000,793436.0,825600.0,9157541200.0,3323988000.0
VRE,VRE,VRE,10.478.751,8.337.700,2.890.008.883,3.168.950.800,10478751.0,8337700.0,2890008883.0,3168950800.0
MWG,MWG,MWG,-,-,2.141.697.926,2.198.698.800,,,2141697926.0,2198698800.0
STB,STB,STB,94.820.243,105.745.500,1.094.000.984,1.147.053.700,94820243.0,105745500.0,1094000984.0,1147053700.0
FPT,FPT,FPT,13.876.192.149,13.703.550.000,1.068.410.405,1.102.096.800,13876192149.0,13703550000.0,1068410405.0,1102096800.0
ACB,ACB,ACB,27.771.715.300,28.996.801.500,-,-,27771715300.0,28996801500.0,,
KDH,KDH,KDH,26.358.345,32.232.000,-,-,26358345.0,32232000.0,,
VHM,VHM,VHM,20.105.439.280,19.920.424.000,-,-,20105439280.0,19920424000.0,,
Cổ phiếu niêm yết khác,Cổ phiếu niêm yết khác,Cổ phiếu niêm yết khác,22.696.604.944,23.220.099.500,2.783.765.772,2.334.620.464,22696604944.0,23220099500.0,2783765772.0,2334620464.0
Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,706.952.054.700,706.952.054.700,305.769.259.000,305.769.259.000,706952054700.0,706952054700.0,305769259000.0,305769259000.0
Trái phiếu chưa niêm yết,Trái phiếu chưa niêm yết,Trái phiếu chưa niêm yết,724.202.987.109,724.202.987.109,349.791.000.000,349.791.000.000,724202987109.0,724202987109.0,349791000000.0,349791000000.0
Trái phiếu niêm yết,Trái phiếu niêm yết,Trái phiếu niêm yết,197.592.000.000,197.592.000.000,688.187.286.189,688.187.286.189,197592000000.0,197592000000.0,688187286189.0,688187286189.0
Tổng cộng,Tổng cộng,Tổng cộng,1.721.248.210.596,1.722.347.864.808,1.467.963.337.838,1.468.603.179.653,1721248210596.0,1722347864808.0,1467963337838.0,1468603179653.0
