row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2021 VND,Năm 2020 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2021 VND,numeric__Năm 2020 VND
,,,I. DOANH THU HOẠT ĐỘNG,,,,,,,
01,01,01,1. Lãi từ các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),,370.485.450.987,202.471.546.504,,,370485450987.0,202471546504.0
01.1,01.1,01.1,1.1. Lãi bán các tài sản tài chính FVTPL,29.1,331.707.418.944,156.881.145.874,,291.0,331707418944.0,156881145874.0
01.2,01.2,01.2,1.2. Chênh lệch tăng về đánh giá lại các tài sản tài chính FVTPL,29.2,(4.016.450.602),6.266.684.601,,292.0,-4016450602.0,6266684601.0
01.3,01.3,01.3,"1.3. Cổ tức, tiền lãi phát sinh từ tài sản tài chính FVTPL",29.3,36.057.422.426,42.138.506.251,,293.0,36057422426.0,42138506251.0
01.4,01.4,01.4,1.4. Chênh lệch giảm về đánh giá lại chứng quyền,29.2,6.737.060.219,(2.814.790.222),,292.0,6737060219.0,-2814790222.0
02,02,02,2. Lãi từ các khoản đầu tư nắm giữ đến ngày đáo hạn (HTM),29.4,69.313.069.043,55.312.791.015,,294.0,69313069043.0,55312791015.0
03,03,03,3. Lãi từ các khoản cho vay và phải thu,29.5,646.559.759.154,318.478.598.985,,295.0,646559759154.0,318478598985.0
04,04,04,4. Lãi từ tài sản tài chính sẵn sàng để bán (AFS),29.6,1.005.798.000,920.000.000,,296.0,1005798000.0,920000000.0
06,06,06,5. Doanh thu nghiệp vụ môi giới chứng khoán,30,931.581.759.246,350.101.297.732,,30.0,931581759246.0,350101297732.0
07,07,07,"6. Doanh thu nghiệp vụ bảo lãnh, đại lý phát hành chứng khoán",,-,18.113.149,,,,18113149.0
09,09,09,7. Doanh thu nghiệp vụ lưu ký chứng khoán,,17.730.620.036,16.870.686.377,,,17730620036.0,16870686377.0
10,10,10,8. Doanh thu hoạt động tư vấn tài chính,31,103.090.105.070,119.447.817.916,,31.0,103090105070.0,119447817916.0
11,11,11,9. Thu nhập hoạt động khác,32,77.996.494.912,51.928.909.968,,32.0,77996494912.0,51928909968.0
20,20,20,Cộng doanh thu hoạt động,,2.217.763.056.448,1.115.549.761.646,,,2217763056448.0,1115549761646.0
,,,II. CHI PHÍ HOẠT ĐỘNG,,,,,,,
21,21,21,1. Lỗ từ các tài sản tài chính FVTPL,,159.724.810.291,112.109.965.149,,,159724810291.0,112109965149.0
21.1,21.1,21.1,1.1 Lỗ bán các tài sản tài chính FVTPL,29.1,166.645.620.262,112.091.432.862,,291.0,166645620262.0,112091432862.0
21.2,21.2,21.2,1.2 Chênh lệch giảm đánh giá lại các tài sản tài chính FVTPL,29.2,(4.476.262.999),(7.846.438.315),,292.0,-4476262999.0,-7846438315.0
21.3,21.3,21.3,1.3 Chi phí giao dịch mua các tài sản tài chính FVTPL,,3.118.671.992,2.772.939.344,,,3118671992.0,2772939344.0
21.4,21.4,21.4,1.4 Chênh lệch tăng về đánh giá lại chứng quyền,29.2,(5.563.218.964),5.092.031.258,,292.0,-5563218964.0,5092031258.0
24,24,24,"2. Chi phí dự phòng tài sản tài chính, xử lý tổn thất các khoản phải thu khó đòi và lỗ suy giảm tài sản tài chính và chi phí đi vay của các khoản cho vay",7.5,23.527.357.055,(8.870.000.000),,75.0,23527357055.0,-8870000000.0
26,26,26,3. Chi phí hoạt động tự doanh,33,46.381.094.183,26.789.600.746,,33.0,46381094183.0,26789600746.0
27,27,27,4. Chi phí nghiệp vụ môi giới chứng khoán,34,650.574.472.485,317.931.877.638,,34.0,650574472485.0,317931877638.0
29,29,29,5. Chi phí nghiệp vụ tư vấn đầu tư chứng khoán,,385.000.000,107.000.000,,,385000000.0,107000000.0
30,30,30,6. Chi phí nghiệp vụ lưu ký chứng khoán,,17.224.106.302,16.098.666.432,,,17224106302.0,16098666432.0
31,31,31,7. Chi phí hoạt động tư vấn tài chính,,41.471.525.454,54.770.078.063,,,41471525454.0,54770078063.0
32,32,32,8. Chi phí hoạt động khác,11,1.294.584.000,(28.668.398.046),,11.0,1294584000.0,-28668398046.0
40,40,40,Cộng chi phí hoạt động,,940.582.949.770,490.268.789.982,,,940582949770.0,490268789982.0
