row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm 2021 VND,Năm 2020 VND,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm 2021 VND,numeric__Năm 2020 VND
,,,III. DOANH THU HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
41,41,41,1. Chênh lệch lãi tỷ giá hối đoái đã và chưa thực hiện,,2.318.025.113,12.586.680,,,2318025113.0,12586680.0
42,42,42,"2. Doanh thu, dự thu cổ tức, lãi tiền gửi không cố định",,3.416.120.258,2.827.416.265,,,3416120258.0,2827416265.0
50,50,50,Cộng doanh thu hoạt động tài chính,,5.734.145.371,2.840.002.945,,,5734145371.0,2840002945.0
,,,IV. CHI PHÍ TÀI CHÍNH,,,,,,,
52,52,52,"Chi phí lãi vay, lãi trái phiếu phát hành",35,319.880.432.482,187.285.347.054,,35.0,319880432482.0,187285347054.0
60,60,60,Cộng chi phí tài chính,,319.880.432.482,187.285.347.054,,,319880432482.0,187285347054.0
61,61,61,V. CHI PHÍ BÁN HÀNG,,7.614.109.444,4.872.840.597,,,7614109444.0,4872840597.0
,,,VI. CHI PHÍ QUẢN LÝ CÔNG TY CHỨNG KHOÁN,36,242.856.924.387,103.094.176.005,,36.0,242856924387.0,103094176005.0
70,70,70,VII. KẾT QUẢ HOẠT ĐỘNG,,712.562.785.736,332.868.610.953,,,712562785736.0,332868610953.0
,,,VIII. THU NHẬP KHÁC VÀ CHI PHÍ KHÁC,,,,,,,
71,71,71,Thu nhập khác,37,23.868.674.473,3.239.383.862,,37.0,23868674473.0,3239383862.0
72,72,72,Chi phí khác,,155.975.137,2.916.134,,,155975137.0,2916134.0
80,80,80,Cộng kết quả hoạt động khác,,23.712.699.336,3.236.467.728,,,23712699336.0,3236467728.0
90,90,90,IX. TỔNG LỢI NHUẬN KẾ TOÁN TRƯỚC THUẾ,,736.275.485.073,336.105.078.681,,,736275485073.0,336105078681.0
91,91,91,1. Lợi nhuận đã thực hiện,,723.515.393.492,329.898.777.245,,,723515393492.0,329898777245.0
92,92,92,2. Lợi nhuận/(lỗ) chưa thực hiện,,12.760.091.580,6.206.301.436,,,12760091580.0,6206301436.0
100,100,100,X. CHI PHÍ THUẾ THU NHẬP DOANH NGHIỆP (TNDN),38,149.464.833.636,67.399.672.041,,38.0,149464833636.0,67399672041.0
100.1,100.1,100.1,1. Chi phí thuế TNDN hiện hành,38.1,146.912.815.320,66.158.411.754,,381.0,146912815320.0,66158411754.0
100.2,100.2,100.2,2. Chi phí thuế TNDN hoãn lại,38.2,2.552.018.316,1.241.260.287,,382.0,2552018316.0,1241260287.0
200,200,200,XI. LỢI NHUẬN KẾ TOÁN SAU THUẾ TNDN,,586.810.651.436,268.705.406.640,,,586810651436.0,268705406640.0
300,300,300,XII. THU NHẬP TOÀN DIỆN KHÁC SAU THUẾ TNDN,,,,,,,
500,300 > 500,500,XIII. THU NHẬP THUÀN TRÊN CỔ PHIÉU PHÓ THÔNG,,2.216,1.730,,,2216.0,1730.0
501,300 > 501,501,Lãi cơ bản trên cổ phiếu,39,2.216,1.730,,39.0,2216.0,1730.0
