row_label_raw,row_label_full,STT,Danh mục các khoản đầu tư,Số lượng bán Đơn vị,Tổng giá trị bán VND,Giá vốn bình quân gia quyền VND,Lỗ bán chứng khoán năm nay VND,Lỗ bán chứng khoán năm trước VND,numeric__Danh mục các khoản đầu tư,numeric__Số lượng bán Đơn vị,numeric__Tổng giá trị bán VND,numeric__Giá vốn bình quân gia quyền VND,numeric__Lỗ bán chứng khoán năm nay VND,numeric__Lỗ bán chứng khoán năm trước VND
1,1,1,Cổ phiếu niêm yết,11.337.100,484.559.580.000,509.222.759.163,24.663.179.163,41.372.370.174,,11337100.0,484559580000.0,509222759163.0,24663179163.0,41372370174.0
1,1,1,STB,2.149.700,47.591.320.000,49.945.543.513,2.354.223.513,12.143.790,,2149700.0,47591320000.0,49945543513.0,2354223513.0,12143790.0
1,1,1,VRE,1.725.100,52.666.675.000,56.915.176.781,4.248.501.781,105.752.293,,1725100.0,52666675000.0,56915176781.0,4248501781.0,105752293.0
1,1,1,TCB,1.614.900,78.342.620.000,80.836.658.474,2.494.038.474,503.965.466,,1614900.0,78342620000.0,80836658474.0,2494038474.0,503965466.0
1,1,1,VNM,965.300,91.964.650.000,96.060.647.982,4.095.997.982,2.114.326.861,,965300.0,91964650000.0,96060647982.0,4095997982.0,2114326861.0
1,1,1,TCH,800.600,17.353.740.000,21.074.667.516,3.720.927.516,-,,800600.0,17353740000.0,21074667516.0,3720927516.0,
1,1,1,VHM,652.600,60.450.630.000,61.773.859.982,1.323.229.982,198.068.990,,652600.0,60450630000.0,61773859982.0,1323229982.0,198068990.0
1,1,1,Cổ phiếu niêm yết khác,3.428.900,136.189.945.000,142.616.204.915,6.426.259.915,38.438.112.774,,3428900.0,136189945000.0,142616204915.0,6426259915.0,38438112774.0
2,2,2,Chứng chỉ tiền gửi,200.511,1.320.043.800.186,1.320.220.468.848,176.668.662,34.529.064,,200511.0,1320043800186.0,1320220468848.0,176668662.0,34529064.0
3,3,3,Cổ phiếu chưa niêm yết,-,-,-,-,7.520.000.000,,,,,,7520000000.0
4,4,4,Trái phiếu niêm yết,90.630.000,9.558.545.160.000,9.561.992.713.333,3.447.553.333,732.240.000,,90630000.0,9558545160000.0,9561992713333.0,3447553333.0,732240000.0
4,4,4,TD2040032,11.450.000,1.214.717.800.000,1.216.363.433.333,1.645.633.333,-,,11450000.0,1214717800000.0,1216363433333.0,1645633333.0,
4,4,4,ANC11601,140.000,14.000.000.000,14.321.000.000,321.000.000,-,,140000.0,14000000000.0,14321000000.0,321000000.0,
4,4,4,TD2136026,13.000.000,1.335.259.000.000,1.335.558.500.000,299.500.000,-,,13000000.0,1335259000000.0,1335558500000.0,299500000.0,
4,4,4,TD2035026,17.800.000,1.881.523.600.000,1.881.781.300.000,257.700.000,67.400.000,,17800000.0,1881523600000.0,1881781300000.0,257700000.0,67400000.0
4,4,4,TD2136027,9.000.000,917.295.000.000,917.439.000.000,144.000.000,-,,9000000.0,917295000000.0,917439000000.0,144000000.0,
4,4,4,TD2131015,5.400.000,547.441.700.000,547.576.900.000,135.200.000,-,,5400000.0,547441700000.0,547576900000.0,135200000.0,
4,4,4,TD2141038,4.250.000,420.252.000.000,420.369.750.000,117.750.000,-,,4250000.0,420252000000.0,420369750000.0,117750000.0,
4,4,4,Trái phiếu niêm yết khác,29.590.000,3.228.056.060.000,3.228.582.830.000,526.770.000,664.840.000,,29590000.0,3228056060000.0,3228582830000.0,526770000.0,664840000.0
5,5,5,Trái phiếu chưa niêm yết,13.380.435,1.358.908.132.871,1.375.323.084.947,16.414.952.076,21.350.938.064,,13380435.0,1358908132871.0,1375323084947.0,16414952076.0,21350938064.0
5,5,5,BDIBOND2019-02,2.500.000,251.004.893.151,256.649.828.510,5.644.935.359,774.595.860,,2500000.0,251004893151.0,256649828510.0,5644935359.0,774595860.0
5,5,5,NVLBOND2019-03,2.034.020,205.662.858.196,210.715.665.033,5.052.806.837,10.923.996.820,,2034020.0,205662858196.0,210715665033.0,5052806837.0,10923996820.0
5,5,5,NVLBOND2019-05,2.033.957,209.423.830.569,211.705.745.742,2.281.915.173,29.726.354,,2033957.0,209423830569.0,211705745742.0,2281915173.0,29726354.0
5,5,5,BCMBOND2019-01,1.259.080,128.762.462.418,128.789.828.852,27.366.434,44.423.276,,1259080.0,128762462418.0,128789828852.0,27366434.0,44423276.0
5,5,5,HPXBOND2020-01,995.000,100.009.767.123,100.285.751.223,275.984.100,78.043.739,,995000.0,100009767123.0,100285751223.0,275984100.0,78043739.0
5,5,5,Trái phiếu chưa niêm yết khác,4.558.378,464.044.321.414,467.176.265.587,3.131.944.173,9.500.152.015,,4558378.0,464044321414.0,467176265587.0,3131944173.0,9500152015.0
