row_label_raw,row_label_full,STT,Danh mục các khoản đầu tư,Số lượng bán Đơn vị,Tổng giá trị bán VND,Giá vốn bình quân gia quyền VND,Lãi bán chứng khoán năm nay VND,Lãi bán chứng khoán năm trước VND,numeric__Danh mục các khoản đầu tư,numeric__Số lượng bán Đơn vị,numeric__Tổng giá trị bán VND,numeric__Giá vốn bình quân gia quyền VND,numeric__Lãi bán chứng khoán năm nay VND,numeric__Lãi bán chứng khoán năm trước VND
1,1,1,Cổ phiếu niêm yết,34.950.623,1.701.290.791.815,1.506.693.782.406,194.597.009.409,41.289.777.504,,34950623.0,1701290791815.0,1506693782406.0,194597009409.0,41289777504.0
1,1,1,HPG,9.700.600,481.252.305.000,422.007.366.544,59.244.938.456,11.595.822.334,,9700600.0,481252305000.0,422007366544.0,59244938456.0,11595822334.0
1,1,1,STB,9.213.500,245.657.985.000,215.233.683.278,30.424.301.722,3.130.362.306,,9213500.0,245657985000.0,215233683278.0,30424301722.0,3130362306.0
1,1,1,VPB,2.415.700,144.231.745.000,123.073.211.735,21.158.533.265,434.397.758,,2415700.0,144231745000.0,123073211735.0,21158533265.0,434397758.0
1,1,1,MSN,881.000,96.615.160.000,85.821.058.163,10.794.101.837,3.654.646.610,,881000.0,96615160000.0,85821058163.0,10794101837.0,3654646610.0
1,1,1,KDH,2.405.700,93.094.130.000,81.987.680.338,11.106.449.662,231.321,,2405700.0,93094130000.0,81987680338.0,11106449662.0,231321.0
1,1,1,VRE,1.554.000,51.912.780.000,49.266.906.751,2.645.873.249,2.207.331,,1554000.0,51912780000.0,49266906751.0,2645873249.0,2207331.0
1,1,1,FPT,983.300,79.097.640.000,64.512.602.906,14.585.037.094,2.272.851.772,,983300.0,79097640000.0,64512602906.0,14585037094.0,2272851772.0
1,1,1,Cổ phiếu niêm yết khác,7.796.823,509.429.046.815,464.791.272.691,44.637.774.124,20.199.258.072,,7796823.0,509429046815.0,464791272691.0,44637774124.0,20199258072.0
2,2,2,Chứng chỉ tiền gửi,727.452.669,79.693.328.106.808,79.681.668.946.448,11.659.160.360,4.274.220.678,,727452669.0,79693328106808.0,79681668946448.0,11659160360.0,4274220678.0
3,3,3,Trái phiếu niêm yết,19.650.000,2.143.612.330.000,2.141.935.996.667,1.676.333.333,440.520.000,,19650000.0,2143612330000.0,2141935996667.0,1676333333.0,440520000.0
3,3,3,TD2040032,3.000.000,321.168.000.000,319.712.666.667,1.455.333.333,9.000.000,,3000000.0,321168000000.0,319712666667.0,1455333333.0,9000000.0
3,3,3,TD2141038,2.000.000,193.899.000.000,193.867.000.000,32.000.000,-,,2000000.0,193899000000.0,193867000000.0,32000000.0,
3,3,3,TD2136026,1.120.000,103.392.380.000,103.384.580.000,7.800.000,-,,1120000.0,103392380000.0,103384580000.0,7800000.0,
3,3,3,TD1424093,1.000.000,127.080.000.000,127.076.000.000,4.000.000,-,,1000000.0,127080000000.0,127076000000.0,4000000.0,
3,3,3,TD1823088,1.000.000,106.012.000.000,106.009.000.000,3.000.000,-,,1000000.0,106012000000.0,106009000000.0,3000000.0,
3,3,3,TD1926170,1.000.000,110.440.000.000,110.427.000.000,13.000.000,-,,1000000.0,110440000000.0,110427000000.0,13000000.0,
3,3,3,TD2035026,1.000.000,106.308.000.000,106.294.000.000,14.000.000,24.000.000,,1000000.0,106308000000.0,106294000000.0,14000000.0,24000000.0
3,3,3,TD2131013,1.000.000,101.247.000.000,101.229.000.000,18.000.000,-,,1000000.0,101247000000.0,101229000000.0,18000000.0,
3,3,3,Trái phiếu niêm yết khác,8.530.000,974.065.950.000,973.936.750.000,129.200.000,407.520.000,,8530000.0,974065950000.0,973936750000.0,129200000.0,407520000.0
4,4,4,Trái phiếu chưa niêm yết,32.270.786,3.352.002.380.561,3.292.505.134.244,59.497.246.317,60.213.274.741,,32270786.0,3352002380561.0,3292505134244.0,59497246317.0,60213274741.0
4,4,4,NVLH2123010,10.359.959,1.066.524.186.682,1.043.179.714.878,23.344.471.804,-,,10359959.0,1066524186682.0,1043179714878.0,23344471804.0,
4,4,4,VCPBOND2020-02,6.331.002,663.024.648.881,650.001.862.089,13.022.786.792,13.965.367.059,,6331002.0,663024648881.0,650001862089.0,13022786792.0,13965367059.0
4,4,4,NVLH2122001,5.193.865,536.083.133.422,526.061.558.196,10.021.575.226,-,,5193865.0,536083133422.0,526061558196.0,10021575226.0,
4,4,4,HPXH2122005,2.417.253,248.104.846.975,243.739.847.148,4.364.999.827,-,,2417253.0,248104846975.0,243739847148.0,4364999827.0,
4,4,4,Trái phiếu chưa niêm yết khác,7.968.707,838.265.564.601,829.522.151.933,8.743.412.668,46.247.907.682,,7968707.0,838265564601.0,829522151933.0,8743412668.0,46247907682.0
