row_label_raw,row_label_full,col_0,2022,2021,numeric__2022,numeric__2021
USD,USD,USD,9.413.017,6.778.291,9413017.0,6778291.0
SGD,SGD,SGD,10.239.704.671,1.054.978,10239704671.0,1054978.0
MYR,MYR,MYR,126.283.863,1.135.970,126283863.0,1135970.0
KRW,KRW,KRW,409.254,183.813.624,409254.0,183813624.0
JPY,JPY,JPY,43.940,24.654.663,43940.0,24654663.0
EUR,EUR,EUR,1.955,44.430,1955.0,44430.0
TWD,TWD,TWD,54.350,279.800,54350.0,279800.0
HKD,HKD,HKD,10.655.005,54.350,10655005.0,54350.0
GBP,GBP,GBP,108.394.060,2.250,108394060.0,2250.0
IDR,IDR,IDR,2.864.650,10.225.000,2864650.0,10225000.0
THB,THB,THB,1.135.970,94.420,1135970.0,94420.0
CNY,CNY,CNY,203.295,18.478,203295.0,18478.0
INR,INR,INR,31.673,135.370,31673.0,135370.0
MMK,MMK,MMK,279.800,2.864.650,279800.0,2864650.0
