row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày 31 tháng 12 năm > 2022 VND,Tại ngày 31 tháng 12 năm > 2021 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2022 VND,numeric__Tại ngày 31 tháng 12 năm > 2021 VND
200,200,200,TÀI SẢN DÀI HẠN,,34.449.491.811.396,24.786.971.332.567,,,34449491811396.0,24786971332567.0
210,210,210,Các khoản phải thu dài hạn,,21.238.145.855.696,16.889.287.027.947,,,21238145855696.0,16889287027947.0
211,211,211,Phải thu dài hạn của khách hàng,5(b),3.863.320.000.000,-,,,3863320000000.0,
212,212,212,Trả trước cho người bán dài hạn,6(b),1.132.635.253.054,-,,,1132635253054.0,
215,215,215,Phải thu về cho vay dài hạn,7(b),868.221.855.860,789.648.322.692,,,868221855860.0,789648322692.0
216,216,216,Phải thu dài hạn khác,8(b),15.373.968.746.782,16.099.638.705.255,,,15373968746782.0,16099638705255.0
220,220,220,Tài sản cố định,,5.709.719.496.248,1.158.451.949.883,,,5709719496248.0,1158451949883.0
221,221,221,Tài sản cố định hữu hình,11(a),5.681.333.704.196,1.150.354.396.311,,,5681333704196.0,1150354396311.0
222,222,222,Nguyên giá,,6.113.532.845.752,1.511.188.985.876,,,6113532845752.0,1511188985876.0
223,223,223,Giá trị khấu hao lũy kế,,(432.199.141.556),(360.834.589.565),,,-432199141556.0,-360834589565.0
227,227,227,Tài sản cố định vô hình,11(b),28.385.792.052,8.097.553.572,,,28385792052.0,8097553572.0
228,228,228,Nguyên giá,,61.941.976.858,39.171.240.479,,,61941976858.0,39171240479.0
229,229,229,Giá trị khấu hao lũy kế,,(33.556.184.806),(31.073.686.907),,,-33556184806.0,-31073686907.0
240,240,240,Tài sản dở dang dài hạn,,308.749.694.497,500.760.695.887,,,308749694497.0,500760695887.0
242,242,242,Chỉ phí xây dựng cơ bản dở dang,12,308.749.694.497,500.760.695.887,,12.0,308749694497.0,500760695887.0
250,250,250,Đầu tư tài chính dài hạn,,149.417.024.400,149.417.024.400,,,149417024400.0,149417024400.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,4(d),149.417.024.400,149.417.024.400,,,149417024400.0,149417024400.0
260,260,260,Tài sản dài hạn khác,,7.043.459.740.555,6.089.054.634.450,,,7043459740555.0,6089054634450.0
261,261,261,Chỉ phí trả trước dài hạn,10(b),6.639.189.192.765,6.089.054.634.450,,,6639189192765.0,6089054634450.0
262,262,262,Tài sản thuế thu nhập hoãn lại,22,404.270.547.790,-,,22.0,404270547790.0,
270,270,270,TỔNG TÀI SẢN,,68.036.964.433.312,51.653.704.011.340,,,68036964433312.0,51653704011340.0
