row_label_raw,row_label_full,Ngân hàng HDBank,902.801.716,876.788.785,numeric__902.801.716,numeric__876.788.785
Cổ đông lớn,Cổ đông lớn,Cổ đông lớn,72.720.004.160,69.869.108.860,72720004160.0,69869108860.0
Bên liên quan khác (ix),Bên liên quan khác (ix),Bên liên quan khác (ix),167.146.710.625,19.556.164.384,167146710625.0,19556164384.0
,,,240.769.516.501,90.302.062.029,240769516501.0,90302062029.0
