row_label_raw,row_label_full,col_0,Vốn góp của chủ sở hữu VND,Thặng dư vốn cổ phần VND,Cổ phiếu quỹ VND,Chênh lệch tỷ giá hối đoái VND,LNST chưa phân phối VND,Lợi ích cổ đông không kiểm soát VND,Tổng cộng VND,numeric__Vốn góp của chủ sở hữu VND,numeric__Thặng dư vốn cổ phần VND,numeric__Cổ phiếu quỹ VND,numeric__Chênh lệch tỷ giá hối đoái VND,numeric__LNST chưa phân phối VND,numeric__Lợi ích cổ đông không kiểm soát VND,numeric__Tổng cộng VND
Tại ngày 1 tháng 1 năm 2021,Tại ngày 1 tháng 1 năm 2021,Tại ngày 1 tháng 1 năm 2021,5.416.113.340.000,245.949.492.805,(2.347.121.362.620),73.551.097.850,11.589.250.587.139,655.829.944,14.978.398.985.118,5416113340000.0,245949492805.0,-2347121362620.0,73551097850.0,11589250587139.0,655829944.0,14978398985118.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,74.584.907.230,5.074.400.079,79.659.307.309,,,,,74584907230.0,5074400079.0,79659307309.0
Hợp nhất kinh doanh,Hợp nhất kinh doanh,Hợp nhất kinh doanh,-,-,-,-,-,12.454.650.788,12.454.650.788,,,,,,12454650788.0,12454650788.0
"Thay đổi tỷ lệ sở hữu Trích quỹ khen thưởng, phúc lợi (Thuyết minh 21)","Thay đổi tỷ lệ sở hữu Trích quỹ khen thưởng, phúc lợi (Thuyết minh 21)","Thay đổi tỷ lệ sở hữu Trích quỹ khen thưởng, phúc lợi (Thuyết minh 21)",-,-,-,-,(1.726.786.287),1.726.786.287,-,,,,,-1726786287.0,1726786287.0,
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,(380.676.119.348),,1533625094.0,2347121362620.0,,-380676119348.0,,-380676119348.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Bán cổ phiếu quỹ Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,-,1.533.625.094,2.347.121.362.620,-,(380.676.119.348),-,2.348.654.987.714,,1533625094.0,2347121362620.0,,-380676119348.0,,2348654987714.0
