row_label_raw,row_label_full,col_0,2022 > Tỷ lệ sở hữu %,2022 > Giá gốc VND,2022 > Giá trị tài sản thuần Tập đoàn sở hữu VND,2021 > Tỷ lệ sở hữu %,2021 > Giá gốc VND,2021 > Giá trị tài sản thuần Tập đoàn sở hữu VND,numeric__2022 > Tỷ lệ sở hữu %,numeric__2022 > Giá gốc VND,numeric__2022 > Giá trị tài sản thuần Tập đoàn sở hữu VND,numeric__2021 > Tỷ lệ sở hữu %,numeric__2021 > Giá gốc VND,numeric__2021 > Giá trị tài sản thuần Tập đoàn sở hữu VND
"Thai Vietjet Air Joint Stock Co., Ltd. (i)","Thai Vietjet Air Joint Stock Co., Ltd. (i)","Thai Vietjet Air Joint Stock Co., Ltd. (i)",9,-,-,9,-,-,9.0,,,9.0,,
Công ty Cổ phần Nhà ga Quốc tế Cam Ranh,Công ty Cổ phần Nhà ga Quốc tế Cam Ranh,Công ty Cổ phần Nhà ga Quốc tế Cam Ranh,10,60.000.000.000,-,10,60.000.000.000,-,10.0,60000000000.0,,10.0,60000000000.0,
,,,,60.000.000.000,-,,60.000.000.000,-,,60000000000.0,,,60000000000.0,
