row_label_raw,row_label_full,col_0,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021
(Lỗ)/lợi nhuận thuần phân bổ cho các cổ đông (VND),(Lỗ)/lợi nhuận thuần phân bổ cho các cổ đông (VND),(Lỗ)/lợi nhuận thuần phân bổ cho các cổ đông (VND),(2.262.499.009.854),74.584.907.230,-2262499009854.0,74584907230.0
Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),541.611.334,534.697.008,541611334.0,534697008.0
(Lỗ)/lãi cơ bản trên mỗi cổ phiếu (VND),(Lỗ)/lãi cơ bản trên mỗi cổ phiếu (VND),(Lỗ)/lãi cơ bản trên mỗi cổ phiếu (VND),(4.177),139,-4177.0,139.0
