row_label_raw,row_label_full,col_0,col_1,2022VND,2021VND,numeric__col_1,numeric__2022VND,numeric__2021VND
i),i),i),Doanh thu cho thuê khô tàu bay,,,,,
i),i) > i),i),Công ty liên kết,1.198.309.663.845,1.022.878.715.600,,1198309663845.0,1022878715600.0
i),i) > i),i),Bên liên quan khác,362.932.649.312,292.251.589.700,,362932649312.0,292251589700.0
i),i) > i),i),,1.561.242.313.157,1.315.130.305.300,,1561242313157.0,1315130305300.0
ii),ii),ii),Doanh thu từ chuyển quyền sở hữu và thương mại tàu bay,,,,,
ii),ii) > ii),ii),Bên liên quan khác,9.983.078.350.000,-,,9983078350000.0,
iii),iii),iii),Doanh thu khác,,,,,
iii),iii) > iii),iii),Công ty liên kết,234.989.073.794,55.430.218.259,,234989073794.0,55430218259.0
iii),iii) > iii),iii),Cổ đông lớn,20.778.662,50.528.100,,20778662.0,50528100.0
iii),iii) > iii),iii),Bên liên quan khác,101.041.828.830,300.029.748.989,,101041828830.0,300029748989.0
iii),iii) > iii),iii),,336.051.681.286,355.510.495.348,,336051681286.0,355510495348.0
iv),iv),iv),Chi phí thuê hoạt động tàu bay,,,,,
iv),iv) > iv),iv),Bên liên quan khác,1.373.646.527.394,882.616.623.347,,1373646527394.0,882616623347.0
v),v),v),Mua dịch vụ,,,,,
v),v) > v),v),Ngân hàng HDBank,886.816.194,-,,886816194.0,
v),v) > v),v),Cổ đông lớn,10.133.843.913,8.378.243.913,,10133843913.0,8378243913.0
v),v) > v),v),Bên liên quan khác,574.478.844.464,250.231.571.236,,574478844464.0,250231571236.0
v),v) > v),v),,585.499.504.571,258.609.815.149,,585499504571.0,258609815149.0
vi),vi),vi),"(Thu) và chi hộ, dòng tiền thuần",,,,,
vi),vi) > vi),vi),Công ty liên kết,182.782.243.309,396.681.892.333,,182782243309.0,396681892333.0
