row_label_raw,row_label_full,Trong đó:,Trong đó:_1,Trong đó:_2,numeric__Trong đó:_1,numeric__Trong đó:_2
-,-,-,Tiền nhận được từ việc mua công ty,10.738.112.578,,10738112578.0
-,-,-,Tiền thuần đã chỉ trả,(14.074.318.422),,-14074318422.0
