row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,2.548.661.230.206,3.479.607.604.703,2548661230206.0,3479607604703.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
"Doanh thu bán đất, căn hộ, nhà phố và biệt thụ","Trong đó: > Doanh thu bán đất, căn hộ, nhà phố và biệt thụ","Doanh thu bán đất, căn hộ, nhà phố và biệt thụ",1.967.576.332.982,2.399.239.768.591,1967576332982.0,2399239768591.0
Doanh thu xây dựng,Trong đó: > Doanh thu xây dựng,Doanh thu xây dựng,428.552.074.889,10.115.342.024,428552074889.0,10115342024.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,132.328.088.575,257.171.209.015,132328088575.0,257171209015.0
Thu nhập cho thuê bất động sản đầu tư,Trong đó: > Thu nhập cho thuê bất động sản đầu tư,Thu nhập cho thuê bất động sản đầu tư,20.204.733.760,21.581.285.073,20204733760.0,21581285073.0
Doanh thu từ chuyển nhượng dự án,Trong đó: > Doanh thu từ chuyển nhượng dự án,Doanh thu từ chuyển nhượng dự án,-,791.500.000.000,,791500000000.0
Trừ,Trừ,Trừ,Trừ,Trừ,,
Giảm trừ doanh thu,Trừ > Giảm trừ doanh thu,Giảm trừ doanh thu,(2.560.451.561),-,-2560451561.0,
Doanh thu thuần,Trừ > Doanh thu thuần,Doanh thu thuần,2.546.100.778.645,3.479.607.604.703,2546100778645.0,3479607604703.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu với khách hàng khác,Trong đó: > Doanh thu với khách hàng khác,Doanh thu với khách hàng khác,1.894.173.744.419,2.460.594.659.950,1894173744419.0,2460594659950.0
Doanh thu với bên liên quan (TM số 35),Trong đó: > Doanh thu với bên liên quan (TM số 35),Doanh thu với bên liên quan (TM số 35),651.927.034.226,1.019.012.944.753,651927034226.0,1019012944753.0
