row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Số đầu năm
Phải thu ngắn hạn của khách hàng (TM số 7),Phải thu ngắn hạn của khách hàng (TM số 7),Phải thu ngắn hạn của khách hàng (TM số 7),Phải thu ngắn hạn của khách hàng (TM số 7),Phải thu ngắn hạn của khách hàng (TM số 7),Phải thu ngắn hạn của khách hàng (TM số 7),Phải thu ngắn hạn của khách hàng (TM số 7),,,,
NNH Mizuki,Phải thu ngắn hạn của khách hàng (TM số 7) > NNH Mizuki,NNH Mizuki,Công ty liên doanh,Dịch vụ tổng thầu,81.122.382.397,5.681.166.985,,,81122382397.0,5681166985.0
Southgate,Phải thu ngắn hạn của khách hàng (TM số 7) > Southgate,Southgate,Công ty liên doanh,Dịch vụ tổng thầu,54.168.143.109,-,,,54168143109.0,
Các cá nhân,Phải thu ngắn hạn của khách hàng (TM số 7) > Các cá nhân,Các cá nhân,Cổ đông,Bán căn hộ,51.000.000,161.005.097,,,51000000.0,161005097.0
,,,,,135.341.525.506,5.842.172.082,,,135341525506.0,5842172082.0
