row_label_raw,row_label_full,Tên công ty,Lĩnh vực kinh doanh,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Lĩnh vực kinh doanh,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
Tên công ty,Tên công ty,Tên công ty,Lĩnh vực kinh doanh,Tỷ lệ sở hữu %,Giá mua VND,Tỷ lệ sở hữu %,Giá mua VND,,,,,
Công ty Cổ phần Southgate (i),Tên công ty > Công ty Cổ phần Southgate (i),Công ty Cổ phần Southgate (i),Bất động sản,"50,00",916.500.000.000,"50,00",916.500.000.000,,50.0,916500000000.0,50.0,916500000000.0
Công ty Cổ phần NNH Mizuki (ii),Tên công ty > Công ty Cổ phần NNH Mizuki (ii),Công ty Cổ phần NNH Mizuki (ii),Bất động sản,"50,00",750.000.000.000,"50,00",750.000.000.000,,50.0,750000000000.0,50.0,750000000000.0
Công TNHH Anabuki NL Housing Service Việt Nam,Tên công ty > Công TNHH Anabuki NL Housing Service Việt Nam,Công TNHH Anabuki NL Housing Service Việt Nam,Bất động sản,"30,59",834.000.000,"30,59",834.000.000,,30.59,834000000.0,30.59,834000000.0
TỔNG CỘNG,Tên công ty > TỔNG CỘNG,TỔNG CỘNG,,,1.667.334.000.000,,1.667.334.000.000,,,1667334000000.0,,1667334000000.0
