row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Bất động sản dở dang (i),Bất động sản dở dang (i),Bất động sản dở dang (i),4.292.967.461.006,3.252.989.532.591,4292967461006.0,3252989532591.0
Dịch vụ tổng thầu,Dịch vụ tổng thầu,Dịch vụ tổng thầu,3.124.109.702,2.960.800.502,3124109702.0,2960800502.0
"Nguyên liệu, vật liệu tồn kho","Nguyên liệu, vật liệu tồn kho","Nguyên liệu, vật liệu tồn kho",2.032.616.751,5.278.250.739,2032616751.0,5278250739.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,4.298.124.187.459,3.261.228.583.832,4298124187459.0,3261228583832.0
(i) Bất động sản dở dang:,(i) Bất động sản dở dang:,(i) Bất động sản dở dang:,(i) Bất động sản dở dang:,(i) Bất động sản dở dang:,,
Paragon Đại Phước,(i) Bất động sản dở dang: > Paragon Đại Phước,Paragon Đại Phước,1.701.620.417.887,-,1701620417887.0,
Dự án Hoàng Nam (*) (**),(i) Bất động sản dở dang: > Dự án Hoàng Nam (*) (**),Dự án Hoàng Nam (*) (**),951.810.992.088,832.464.045.050,951810992088.0,832464045050.0
Dự án Vàm Cổ Đông (*) (**),(i) Bất động sản dở dang: > Dự án Vàm Cổ Đông (*) (**),Dự án Vàm Cổ Đông (*) (**),864.637.432.683,845.567.716.903,864637432683.0,845567716903.0
Dự án Phú Hữu,(i) Bất động sản dở dang: > Dự án Phú Hữu,Dự án Phú Hữu,189.655.916.049,344.987.198.111,189655916049.0,344987198111.0
Dự án Areco (*) (**),(i) Bất động sản dở dang: > Dự án Areco (*) (**),Dự án Areco (*) (**),156.086.601.205,261.613.512.658,156086601205.0,261613512658.0
Dự án Nguyên Sơn,(i) Bất động sản dở dang: > Dự án Nguyên Sơn,Dự án Nguyên Sơn,126.442.560.774,555.929.824.366,126442560774.0,555929824366.0
Dự án Phước Long B - Mở rộng,(i) Bất động sản dở dang: > Dự án Phước Long B - Mở rộng,Dự án Phước Long B - Mở rộng,79.894.074.535,76.737.170.946,79894074535.0,76737170946.0
Dự án Cần Thơ,(i) Bất động sản dở dang: > Dự án Cần Thơ,Dự án Cần Thơ,62.928.900.699,40.551.601.822,62928900699.0,40551601822.0
Dự án Tân Thuận Đông,(i) Bất động sản dở dang: > Dự án Tân Thuận Đông,Dự án Tân Thuận Đông,47.712.651.797,127.212.426.394,47712651797.0,127212426394.0
VSIP Hải Phòng,(i) Bất động sản dở dang: > VSIP Hải Phòng,VSIP Hải Phòng,41.325.850.640,12.484.917.723,41325850640.0,12484917723.0
"Dự án Bình Dương (""Dự án Ehome 4"")","(i) Bất động sản dở dang: > Dự án Bình Dương (""Dự án Ehome 4"")","Dự án Bình Dương (""Dự án Ehome 4"")",24.155.627.412,21.934.910.691,24155627412.0,21934910691.0
Dự án Long An (*),(i) Bất động sản dở dang: > Dự án Long An (*),Dự án Long An (*),10.352.127.885,39.844.431.615,10352127885.0,39844431615.0
Dự án Phú Đức,(i) Bất động sản dở dang: > Dự án Phú Đức,Dự án Phú Đức,4.892.459.132,-,4892459132.0,
Dự án Phước Long B - Cao tầng,(i) Bất động sản dở dang: > Dự án Phước Long B - Cao tầng,Dự án Phước Long B - Cao tầng,389.782.187,389.782.187,389782187.0,389782187.0
Dự án Casa,(i) Bất động sản dở dang: > Dự án Casa,Dự án Casa,122.146.533,-,122146533.0,
Dự án Tiến Hưng,(i) Bất động sản dở dang: > Dự án Tiến Hưng,Dự án Tiến Hưng,93.481.665,-,93481665.0,
Dự án Thảo Nguyên,(i) Bất động sản dở dang: > Dự án Thảo Nguyên,Dự án Thảo Nguyên,-,48.142.041.859,,48142041859.0
Khác,(i) Bất động sản dở dang: > Khác,Khác,30.846.437.835,45.129.952.266,30846437835.0,45129952266.0
