row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Đặt cọc, ký quỹ","Ngắn hạn > Đặt cọc, ký quỹ","Đặt cọc, ký quỹ",168.264.935.693,-,168264935693.0,
Tạm ứng cho nhân viên phục vụ công tácđền bù đất,Ngắn hạn > Tạm ứng cho nhân viên phục vụ công tácđền bù đất,Tạm ứng cho nhân viên phục vụ công tácđền bù đất,64.027.483.915,124.934.334.187,64027483915.0,124934334187.0
Trả trước thuế thu nhập doanh nghiệp theotiến độ thanh toán của khách hang (i),Ngắn hạn > Trả trước thuế thu nhập doanh nghiệp theotiến độ thanh toán của khách hang (i),Trả trước thuế thu nhập doanh nghiệp theotiến độ thanh toán của khách hang (i),36.205.764.503,15.334.876.069,36205764503.0,15334876069.0
"Phải thu từ hợp đồng hợp táckinh doanh (""HĐHTKD"") (ii)","Ngắn hạn > Phải thu từ hợp đồng hợp táckinh doanh (""HĐHTKD"") (ii)","Phải thu từ hợp đồng hợp táckinh doanh (""HĐHTKD"") (ii)",29.716.402.657,27.747.860.897,29716402657.0,27747860897.0
Tạm ứng khác cho nhân viên,Ngắn hạn > Tạm ứng khác cho nhân viên,Tạm ứng khác cho nhân viên,21.455.744.694,22.577.107.890,21455744694.0,22577107890.0
"Phải thu tiền lãi, cổ tức và lợi nhuận đượcchia","Ngắn hạn > Phải thu tiền lãi, cổ tức và lợi nhuận đượcchia","Phải thu tiền lãi, cổ tức và lợi nhuận đượcchia",17.040.638.527,10.091.378.717,17040638527.0,10091378717.0
Tạm ứng mua cổ phần (iii),Ngắn hạn > Tạm ứng mua cổ phần (iii),Tạm ứng mua cổ phần (iii),-,802.222.444.493,,802222444493.0
Khác,Ngắn hạn > Khác,Khác,15.628.989.000,19.663.123.532,15628989000.0,19663123532.0
,,,352.339.958.989,1.022.571.125.785,352339958989.0,1022571125785.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Ký quỹ,Dài hạn > Ký quỹ,Ký quỹ,353.675.211.689,128.241.950.277,353675211689.0,128241950277.0
Đầu tư vào các HĐHTKD (ii),Dài hạn > Đầu tư vào các HĐHTKD (ii),Đầu tư vào các HĐHTKD (ii),-,31.603.067.476,,31603067476.0
,,,353.675.211.689,159.845.017.753,353675211689.0,159845017753.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,706.015.170.678,1.182.416.143.538,706015170678.0,1182416143538.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu các bên khác,Trong đó: > Phải thu các bên khác,Phải thu các bên khác,700.923.303.154,1.182.416.143.538,700923303154.0,1182416143538.0
Phải thu các bên liên quan (TM số 35),Trong đó: > Phải thu các bên liên quan (TM số 35),Phải thu các bên liên quan (TM số 35),5.091.867.524,-,5091867524.0,
