row_label_raw,row_label_full,Số đầu năm > Tăng trong năm (TM số 27.1),Năm nay > 43.990.827.616 > 45.578.797.943,VNDNăm trước > 28.922.510.372 > 32.704.832.609,numeric__Năm nay > 43.990.827.616 > 45.578.797.943,numeric__VNDNăm trước > 28.922.510.372 > 32.704.832.609
Sử dụng quỹ,Sử dụng quỹ,Sử dụng quỹ,(29.760.841.068),(17.636.515.365),-29760841068.0,-17636515365.0
Số cuối năm,Số cuối năm,Số cuối năm,59.808.784.491,43.990.827.616,59808784491.0,43990827616.0
