row_label_raw,row_label_full,col_0,Vay,Trái phiếu,VNDTổng cộng,numeric__Vay,numeric__Trái phiếu,numeric__VNDTổng cộng
Số đầu năm,Số đầu năm,Số đầu năm,384.780.866.595,622.623.620.017,1.007.404.486.612,384780866595.0,622623620017.0,1007404486612.0
Tiền thu từ đi vay,Tiền thu từ đi vay,Tiền thu từ đi vay,329.075.470.886,-,329.075.470.886,329075470886.0,,329075470886.0
Tiền chi trả nợ gốc,Tiền chi trả nợ gốc,Tiền chi trả nợ gốc,(470.575.125.115),-,(470.575.125.115),-470575125115.0,,-470575125115.0
Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,-,3.617.654.104,3.617.654.104,,3617654104.0,3617654104.0
Số cuối năm,Số cuối năm,Số cuối năm,243.281.212.366,626.241.274.121,869.522.486.487,243281212366.0,626241274121.0,869522486487.0
