row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Loại giao dịch,2022 VND,2021 VND,numeric__Mối quan hệ,numeric__Loại giao dịch,numeric__2022 VND,numeric__2021 VND
Miraka Holdings Limited,Miraka Holdings Limited,Miraka Holdings Limited,Công ty liên kết,Mua hàng hóa Bán hàng hóa,231.425.301.017 103.180.923,155.017.742.176 -,,,,
Công ty Cổ phần APIS,Công ty Cổ phần APIS,Công ty Cổ phần APIS,Công ty liên kết,Mua hàng hóa và dịch vụ Cổ tức được chia,471.997.298.179 -,233.374.210.894 2.600.000.000,,,,
Công ty Cổ phần Chế Biến Dừa Á Châu,Công ty Cổ phần Chế Biến Dừa Á Châu,Công ty Cổ phần Chế Biến Dừa Á Châu,Công ty liên kết,Mua hàng hóa Mua cổ phần Cổ tức được chia,37.370.417.796 30.900.000.000 12.360.000.000,22.901.079.806 - -,,,,
Del Monte – Vinamilk Dairy Inc.. Philippines,Del Monte – Vinamilk Dairy Inc.. Philippines,Del Monte – Vinamilk Dairy Inc.. Philippines,Công ty liên doanh,Góp vốn Bán hàng hóa Cung cấp dịch vụ,12.275.000.000 46.356.662.890 2.197.314.167,22.810.312.500 - -,,,,
Tổng Công ty Đầu tư và Kinh doanh Vốn Nhà nước,Del Monte – Vinamilk Dairy Inc.. Philippines > Tổng Công ty Đầu tư và Kinh doanh Vốn Nhà nước,Tổng Công ty Đầu tư và Kinh doanh Vốn Nhà nước,Cổ đông,Cổ tức,2.897.034.917.700,2.708.915.767.200,,,2897034917700.0,2708915767200.0
