row_label_raw,row_label_full,col_0,1/1/2022VND,Tăng thêmVND,TrảVND,Chênh lệch quy đổi tiền tệVND,31/12/2022VND,numeric__1/1/2022VND,numeric__Tăng thêmVND,numeric__TrảVND,numeric__Chênh lệch quy đổi tiền tệVND,numeric__31/12/2022VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,9.361.726.118.118,9.568.813.054.585,(14.370.324.894.289),288.050.210.689,4.848.264.489.103,9361726118118.0,9568813054585.0,-14370324894289.0,288050210689.0,4848264489103.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,20.628.000.000,12.206.272.500,(14.682.907.500),713.985.000,18.865.350.000,20628000000.0,12206272500.0,-14682907500.0,713985000.0,18865350000.0
,,,9.382.354.118.118,9.581.019.327.085,(14.385.007.801.789),288.764.195.689,4.867.129.839.103,9382354118118.0,9581019327085.0,-14385007801789.0,288764195689.0,4867129839103.0
