row_label_raw,row_label_full,col_0,Nhà cửa và vật kiến trúc VND,Máy móc và thiết bị VND,Phương tiện vận chuyển VND,Thiết bị văn phòng VND,Gia súc VND,Tài sản khác VND,Tổng cộng VND,numeric__Nhà cửa và vật kiến trúc VND,numeric__Máy móc và thiết bị VND,numeric__Phương tiện vận chuyển VND,numeric__Thiết bị văn phòng VND,numeric__Gia súc VND,numeric__Tài sản khác VND,numeric__Tổng cộng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,5.798.921.373.703,18.523.813.151.891,1.287.446.830.696,695.422.998.913,1.332.765.153.288,6.973.557.065,27.645.343.065.556,5798921373703.0,18523813151891.0,1287446830696.0,695422998913.0,1332765153288.0,6973557065.0,27645343065556.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,69.460.350.225,244.560.219.566,73.283.959.166,25.697.946.425,24.169.683.324,3.450.344.269,440.622.502.975,69460350225.0,244560219566.0,73283959166.0,25697946425.0,24169683324.0,3450344269.0,440622502975.0
Chuyển từ xây dựng cơ bản dở dang,Nguyên giá > Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,134.729.741.863,428.285.052.278,9.835.619.499,7.984.885.669,50.560.031.785,-,631.395.331.094,134729741863.0,428285052278.0,9835619499.0,7984885669.0,50560031785.0,,631395331094.0
Chuyển từ hàng tồn kho,Nguyên giá > Chuyển từ hàng tồn kho,Chuyển từ hàng tồn kho,-,-,-,-,480.417.563.007,-,480.417.563.007,,,,,480417563007.0,,480417563007.0
Thanh lý/xóa số,Nguyên giá > Thanh lý/xóa số,Thanh lý/xóa số,(128.561.724.666),(82.643.119.203),(21.220.430.308),(3.454.935.062),(376.379.977.637),(434.307.670),(612.694.494.546),-128561724666.0,-82643119203.0,-21220430308.0,-3454935062.0,-376379977637.0,-434307670.0,-612694494546.0
(Giảm)/tăng khác,Nguyên giá > (Giảm)/tăng khác,(Giảm)/tăng khác,(861.329.206),-,84.000.000,-,(127.646.265.081),-,"(128,423,594,287)",-861329206.0,,84000000.0,,-127646265081.0,,
Chênh lệch quy đổi tiền tệ,Nguyên giá > Chênh lệch quy đổi tiền tệ,Chênh lệch quy đổi tiền tệ,7.328.107.711,33.307.089.473,2.946.271.230,835.603.721,1.066.049.479,13.775.454,45.496.897.068,7328107711.0,33307089473.0,2946271230.0,835603721.0,1066049479.0,13775454.0,45496897068.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,5.881.016.519.630,19.147.322.394.005,1.352.376.250.283,726.486.499.666,1.384.952.238.165,10.003.369.118,28.502.157.270.867,5881016519630.0,19147322394005.0,1352376250283.0,726486499666.0,1384952238165.0,10003369118.0,28502157270867.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,,,
