row_label_raw,row_label_full,Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \) > Tiền và các khoản tương đương tiền đầu năm,Mã số > 50 > 60,Thuyết minh,2022 VND > (60.244.674.309) > 2.348.551.874.348,2021 VND > 241.327.838.895 > 2.111.242.815.581,numeric__Mã số > 50 > 60,numeric__Thuyết minh,numeric__2022 VND > (60.244.674.309) > 2.348.551.874.348,numeric__2021 VND > 241.327.838.895 > 2.111.242.815.581
Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,61,,(1.729.154.879),(2.270.210.170),61.0,,-1729154879.0,-2270210170.0
Chênh lệch do quy đổi tiền tệ,Chênh lệch do quy đổi tiền tệ,Chênh lệch do quy đổi tiền tệ,62,,13.365.482.464,(1.748.569.958),62.0,,13365482464.0,-1748569958.0
Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61 + 62) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61 + 62) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61 + 62) \),70,V.1,2.299.943.527.624,2.348.551.874.348,70.0,,2299943527624.0,2348551874348.0
