row_label_raw,row_label_full,Công ty Cổ phần Sữa Việt Nam > Công ty TNHH Một Thành Viên Bò Sữa Việt Nam,31/12/2022VND > 431.377.363.957 > 75.464.917.042,1/1/2022VND > 185.208.805.297 > 38.998.571.441,numeric__31/12/2022VND > 431.377.363.957 > 75.464.917.042,numeric__1/1/2022VND > 185.208.805.297 > 38.998.571.441
"Lao-Jagro Development Xiengkhouang Co., Ltd.","Lao-Jagro Development Xiengkhouang Co., Ltd.","Lao-Jagro Development Xiengkhouang Co., Ltd.",723.078.016.500,385.541.144.205,723078016500.0,385541144205.0
Công ty Cổ phần Giống Bò sữa Mộc Châu,Công ty Cổ phần Giống Bò sữa Mộc Châu,Công ty Cổ phần Giống Bò sữa Mộc Châu,95.736.189.738,102.119.517.256,95736189738.0,102119517256.0
Các công ty khác,Các công ty khác,Các công ty khác,144.926.065.800,122.950.899.316,144926065800.0,122950899316.0
,,,1.470.582.553.037,834.818.937.515,1470582553037.0,834818937515.0
