row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2022VND > 182.017.604.295,Phải nộpVND > 1.951.447.777.690,Đã nộpVND > (1.968.125.136.011),Chênh lệch quy đổi tiên tệVND > 15.496.066,31/12/2022VND > 165.355.742.040,numeric__1/1/2022VND > 182.017.604.295,numeric__Phải nộpVND > 1.951.447.777.690,numeric__Đã nộpVND > (1.968.125.136.011),numeric__Chênh lệch quy đổi tiên tệVND > 15.496.066,numeric__31/12/2022VND > 165.355.742.040
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,437.000.965.568,1.956.248.296.285,(1.975.289.763.439),141.654.474,418.101.152.888,437000965568.0,1956248296285.0,-1975289763439.0,141654474.0,418101152888.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,19.108.677.853,234.531.900.895,(247.106.513.572),17.812.205,6.551.877.381,19108677853.0,234531900895.0,-247106513572.0,17812205.0,6551877381.0
Thuế nhập khẩu,Thuế nhập khẩu,Thuế nhập khẩu,8.521.886.871,125.448.711.961,(126.501.952.504),109.285.787,7.577.932.115,8521886871.0,125448711961.0,-126501952504.0,109285787.0,7577932115.0
Thuế khác,Thuế khác,Thuế khác,1.497.607.048,97.134.961.084,(98.076.967.321),(7.176.940),548.423.871,1497607048.0,97134961084.0,-98076967321.0,-7176940.0,548423871.0
,,,648.146.741.635,4.364.811.647.915,(4.415.100.332.847),277.071.592,598.135.128.295,648146741635.0,4364811647915.0,-4415100332847.0,277071592.0,598135128295.0
