row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2015 VND,1/1/2015 VND Đã phân loại lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015 VND,numeric__1/1/2015 VND Đã phân loại lại
VỐN CHỦ SỞ HỮU (400 = 410),VỐN CHỦ SỞ HỮU (400 = 410),VỐN CHỦ SỞ HỮU (400 = 410),400,,16.290.804.323.817,14.091.877.998.358,400.0,,16290804323817.0,14091877998358.0
Vốn chủ sở hữu,Vốn chủ sở hữu,Vốn chủ sở hữu,410,24,16.290.804.323.817,14.091.877.998.358,410.0,24.0,16290804323817.0,14091877998358.0
Vốn cổ phần,Vốn cổ phần,Vốn cổ phần,411,25,10.700.000.000.000,10.700.000.000.000,411.0,25.0,10700000000000.0,10700000000000.0
- Cổ phiếu phố thông có quyền biểu quyết,- Cổ phiếu phố thông có quyền biểu quyết,- Cổ phiếu phố thông có quyền biểu quyết,411a,,10.700.000.000.000,10.700.000.000.000,,,10700000000000.0,10700000000000.0
Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,412,,164.462.417,4.325.862.417,412.0,,164462417.0,4325862417.0
Vốn khác của chủ sở hữu,Vốn khác của chủ sở hữu,Vốn khác của chủ sở hữu,414,,866.234.135.320,729.602.617.999,414.0,,866234135320.0,729602617999.0
Chênh lệch đánh giá lại tài sản,Chênh lệch đánh giá lại tài sản,Chênh lệch đánh giá lại tài sản,416,24,(1.317.118.937.352),(1.324.709.393.252),416.0,24.0,-1317118937352.0,-1324709393252.0
Chênh lệch tỷ giá hối đoái,Chênh lệch tỷ giá hối đoái,Chênh lệch tỷ giá hối đoái,417,,(65.910.358.919),(37.397.092.969),417.0,,-65910358919.0,-37397092969.0
Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,418,,706.123.282.434,733.375.261.237,418.0,,706123282434.0,733375261237.0
Quỹ khác thuộc vốn chủ sở hữu,Quỹ khác thuộc vốn chủ sở hữu,Quỹ khác thuộc vốn chủ sở hữu,420,,37.567.056.728,39.918.054.412,420.0,,37567056728.0,39918054412.0
Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,,2.474.951.325.874,444.725.987.293,421.0,,2474951325874.0,444725987293.0
- LNST chưa phân phối đến cuối kỳ trước,- LNST chưa phân phối đến cuối kỳ trước,- LNST chưa phân phối đến cuối kỳ trước,421a,,444.725.987.293,444.725.987.293,,,444725987293.0,444725987293.0
- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,421b,,2.030.225.338.581,-,,,2030225338581.0,
Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,429,,2.888.793.357.315,2.802.036.701.221,429.0,,2888793357315.0,2802036701221.0
TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400),TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400),TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400),440,,50.413.942.797.150,55.405.695.937.703,440.0,,50413942797150.0,55405695937703.0
