row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2015 VND,1/1/2015 VND Đã phân loại lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015 VND,numeric__1/1/2015 VND Đã phân loại lại
NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,,,,
NỘ PHẢI TRẢ (300 = 310 + 330),NGUỒN VỐN > NỘ PHẢI TRẢ (300 = 310 + 330),NỘ PHẢI TRẢ (300 = 310 + 330),300,,34.123.138.473.333,41.313.817.939.345,300.0,,34123138473333.0,41313817939345.0
Nợ ngắn hạn,NGUỒN VỐN > Nợ ngắn hạn,Nợ ngắn hạn,310,,30.808.861.953.731,37.869.137.891.185,310.0,,30808861953731.0,37869137891185.0
Phải trả người bán ngắn hạn,NGUỒN VỐN > Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,311,18,8.730.828.872.392,13.399.078.005.039,311.0,18.0,8730828872392.0,13399078005039.0
Người mua trả tiền trước ngắn hạn,NGUỒN VỐN > Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,312,,770.491.208.057,415.387.377.925,312.0,,770491208057.0,415387377925.0
Thuế và các khoản phải nộp Nhà nước,NGUỒN VỐN > Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,313,19,2.107.157.952.901,2.381.210.496.844,313.0,19.0,2107157952901.0,2381210496844.0
Phải trả người lao động,NGUỒN VỐN > Phải trả người lao động,Phải trả người lao động,314,,784.292.457.598,631.605.268.035,314.0,,784292457598.0,631605268035.0
Chi phí phải trả ngắn hạn,NGUỒN VỐN > Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,315,,201.714.261.726,132.587.436.004,315.0,,201714261726.0,132587436004.0
Doanh thu chưa thực hiện ngắn hạn,NGUỒN VỐN > Doanh thu chưa thực hiện ngắn hạn,Doanh thu chưa thực hiện ngắn hạn,318,,63.432.968.321,70.038.661.189,318.0,,63432968321.0,70038661189.0
Phải trả ngắn hạn khác,NGUỒN VỐN > Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,319,20,426.969.494.416,510.313.471.632,319.0,20.0,426969494416.0,510313471632.0
Vay ngắn hạn,NGUỒN VỐN > Vay ngắn hạn,Vay ngắn hạn,320,21(a),12.560.241.239.904,15.583.571.121.156,320.0,,12560241239904.0,15583571121156.0
Dự phòng phải trả ngắn hạn,NGUỒN VỐN > Dự phòng phải trả ngắn hạn,Dự phòng phải trả ngắn hạn,321,22,2.565.790.759.007,2.464.463.750.931,321.0,22.0,2565790759007.0,2464463750931.0
"Quỹ khen thưởng, phúc lợi","NGUỒN VỐN > Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",322,,220.549.570.421,121.085.258.650,322.0,,220549570421.0,121085258650.0
Quỹ bình ổn giá xăng dầu,NGUỒN VỐN > Quỹ bình ổn giá xăng dầu,Quỹ bình ổn giá xăng dầu,323,23,2.377.393.168.988,2.159.797.043.780,323.0,23.0,2377393168988.0,2159797043780.0
Nợ dài hạn,NGUỒN VỐN > Nợ dài hạn,Nợ dài hạn,330,,3.314.276.519.602,3.444.680.048.160,330.0,,3314276519602.0,3444680048160.0
Phải trả người bán dài hạn,NGUỒN VỐN > Phải trả người bán dài hạn,Phải trả người bán dài hạn,331,,-,9.500.000,331.0,,,9500000.0
Người mua trả tiền trước dài hạn,NGUỒN VỐN > Người mua trả tiền trước dài hạn,Người mua trả tiền trước dài hạn,332,,11.960.021.048,32.193.709.750,332.0,,11960021048.0,32193709750.0
Doanh thu chưa thực hiện dài hạn,NGUỒN VỐN > Doanh thu chưa thực hiện dài hạn,Doanh thu chưa thực hiện dài hạn,336,,5.462.736.921,6.785.596.218,336.0,,5462736921.0,6785596218.0
Phải trả dài hạn khác,NGUỒN VỐN > Phải trả dài hạn khác,Phải trả dài hạn khác,337,,169.402.648.855,168.039.063.093,337.0,,169402648855.0,168039063093.0
Vay dài hạn,NGUỒN VỐN > Vay dài hạn,Vay dài hạn,338,21(b),3.116.154.874.291,3.233.066.742.568,338.0,,3116154874291.0,3233066742568.0
Thuế thu nhập hoãn lại phải trả,NGUỒN VỐN > Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,341,,3.453.139.602,610.745.672,341.0,,3453139602.0,610745672.0
Dự phòng phải trả dài hạn,NGUỒN VỐN > Dự phòng phải trả dài hạn,Dự phòng phải trả dài hạn,342,,853.988.031,858.117.631,342.0,,853988031.0,858117631.0
Quỹ phát triển khoa học và công nghệ,NGUỒN VỐN > Quỹ phát triển khoa học và công nghệ,Quỹ phát triển khoa học và công nghệ,343,,6.989.110.854,3.116.573.228,343.0,,6989110854.0,3116573228.0
