row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2015 VND,1/1/2015 VND Đã phân loại lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015 VND,numeric__1/1/2015 VND Đã phân loại lại
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),TÀI SẢN > Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),100,,29.913.361.456.563,34.583.570.404.284,100.0,,29913361456563.0,34583570404284.0
Tiền và các khoản tương đương tiền,TÀI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,6,11.288.673.192.851,9.653.151.504.326,110.0,6.0,11288673192851.0,9653151504326.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,4.420.237.954.995,4.790.930.785.947,111.0,,4420237954995.0,4790930785947.0
Các khoản tương đương tiền,TÀI SẢN > Các khoản tương đương tiền,Các khoản tương đương tiền,112,,6.868.435.237.856,4.862.220.718.379,112.0,,6868435237856.0,4862220718379.0
Đầu tư tài chính ngắn hạn,TÀI SẢN > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,7,1.976.300.642.276,2.238.309.247.034,120.0,7.0,1976300642276.0,2238309247034.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,121,,73.173.817.050,120.975.455.095,121.0,,73173817050.0,120975455095.0
Dự phòng giảm giá chứng khoán kinh doanh,TÀI SẢN > Dự phòng giảm giá chứng khoán kinh doanh,Dự phòng giảm giá chứng khoán kinh doanh,122,,(24.954.555.952),(28.647.903.895),122.0,,-24954555952.0,-28647903895.0
Đầu tư nắm giữ đến ngày đáo hạn,TÀI SẢN > Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,123,,1.928.081.381.178,2.145.981.695.834,123.0,,1928081381178.0,2145981695834.0
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,7.041.133.453.943,10.784.399.930.271,130.0,,7041133453943.0,10784399930271.0
Phải thu ngắn hạn của khách hàng,TÀI SẢN > Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,8,4.935.621.593.291,7.492.803.367.561,131.0,8.0,4935621593291.0,7492803367561.0
Trả trước cho người bán ngắn hạn,TÀI SẢN > Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,,567.051.133.674,380.426.572.537,132.0,,567051133674.0,380426572537.0
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,9,1.951.213.184.259,3.259.106.928.486,136.0,9.0,1951213184259.0,3259106928486.0
Dự phòng các khoản phải thu ngắn hạn khó đòi,TÀI SẢN > Dự phòng các khoản phải thu ngắn hạn khó đòi,Dự phòng các khoản phải thu ngắn hạn khó đòi,137,,(413.969.981.903),(349.568.743.153),137.0,,-413969981903.0,-349568743153.0
Tài sản thiếu chờ xử lý,TÀI SẢN > Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,139,,1.217.524.622,1.631.804.840,139.0,,1217524622.0,1631804840.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,140,10,7.614.495.204.738,10.114.024.667.147,140.0,10.0,7614495204738.0,10114024667147.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,141,,7.747.703.298.232,10.183.939.927.084,141.0,,7747703298232.0,10183939927084.0
Dự phòng giảm giá hàng tồn kho,TÀI SẢN > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,149,,(133.208.093.494),(69.915.259.937),149.0,,-133208093494.0,-69915259937.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,1.992.758.962.755,1.793.685.055.506,150.0,,1992758962755.0,1793685055506.0
Chi phí trả trước ngắn hạn,TÀI SẢN > Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,,244.958.495.348,274.464.577.832,151.0,,244958495348.0,274464577832.0
Thuế giá trị gia tăng được khấu trừ,TÀI SẢN > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,152,,312.400.868.845,319.257.390.460,152.0,,312400868845.0,319257390460.0
Thuế và các khoản khác phải thu Nhà nước,TÀI SẢN > Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,154,19,538.563.097.544,176.587.542.306,154.0,19.0,538563097544.0,176587542306.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,155,11,896.836.501.018,1.023.375.544.908,155.0,11.0,896836501018.0,1023375544908.0
