row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2015 VND,2014 VND Đã phân loại lại,numeric__Mã số,numeric__Thuyết minh,numeric__2015 VND,numeric__2014 VND Đã phân loại lại
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
Lợi nhuận trước thuế,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận trước thuế,Lợi nhuận trước thuế,01,,3.747.677.543.043,321.584.346.015,1.0,,3747677543043.0,321584346015.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,,,,,
Khấu hao và phân bổ,Điều chỉnh cho các khoản > Khấu hao và phân bổ,Khấu hao và phân bổ,02,,1.781.243.455.480,1.692.430.192.093,2.0,,1781243455480.0,1692430192093.0
Các khoản dự phòng,Điều chỉnh cho các khoản > Các khoản dự phòng,Các khoản dự phòng,03,,240.096.952.473,87.183.391.494,3.0,,240096952473.0,87183391494.0
Lỗ chênh lệch tỷ giá hối đoái do đánh giá,Điều chỉnh cho các khoản > Lỗ chênh lệch tỷ giá hối đoái do đánh giá,Lỗ chênh lệch tỷ giá hối đoái do đánh giá,04,,60.071.356.585,80.735.544.061,4.0,,60071356585.0,80735544061.0
lại các khoản mục tiền tệ có gốc ngoại tệ,lại các khoản mục tiền tệ có gốc ngoại tệ,lại các khoản mục tiền tệ có gốc ngoại tệ,,,,,,,,
Lãi từ hoạt động đầu tư,lại các khoản mục tiền tệ có gốc ngoại tệ > Lãi từ hoạt động đầu tư,Lãi từ hoạt động đầu tư,05,,(941.540.177.088),(1.037.382.637.284),5.0,,-941540177088.0,-1037382637284.0
Chi phí lãi vay,lại các khoản mục tiền tệ có gốc ngoại tệ > Chi phí lãi vay,Chi phí lãi vay,06,,586.069.449.690,705.878.540.915,6.0,,586069449690.0,705878540915.0
Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,lại các khoản mục tiền tệ có gốc ngoại tệ > Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,08,,5.473.618.580.183,1.850.429.377.294,8.0,,5473618580183.0,1850429377294.0
Biến động các khoản phải thu,lại các khoản mục tiền tệ có gốc ngoại tệ > Biến động các khoản phải thu,Biến động các khoản phải thu,09,,3.373.368.818.930,1.173.718.658.492,9.0,,3373368818930.0,1173718658492.0
Biến động hàng tồn kho,lại các khoản mục tiền tệ có gốc ngoại tệ > Biến động hàng tồn kho,Biến động hàng tồn kho,10,,2.325.937.571.386,5.148.952.278.552,10.0,,2325937571386.0,5148952278552.0
Biến động các khoản phải trả và nợ phải trả khác,lại các khoản mục tiền tệ có gốc ngoại tệ > Biến động các khoản phải trả và nợ phải trả khác,Biến động các khoản phải trả và nợ phải trả khác,11,,,,11.0,,,
Biến động chi phí trả trước,lại các khoản mục tiền tệ có gốc ngoại tệ > Biến động chi phí trả trước,Biến động chi phí trả trước,12,,(3.622.702.516.097),2.501.830.578.505,12.0,,-3622702516097.0,2501830578505.0
Biến động chứng khoán kinh doanh,lại các khoản mục tiền tệ có gốc ngoại tệ > Biến động chứng khoán kinh doanh,Biến động chứng khoán kinh doanh,13,,75.229.280.588,(153.209.763.570),13.0,,75229280588.0,-153209763570.0
,,,,,47.801.638.045,(2.958.400.331),,,47801638045.0,-2958400331.0
,,,,,7.673.253.373.035,10.518.762.728.942,,,7673253373035.0,10518762728942.0
Tiền lãi vay đã trả,lại các khoản mục tiền tệ có gốc ngoại tệ > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,(613.475.200.556),(787.144.919.345),14.0,,-613475200556.0,-787144919345.0
Thuế thu nhập doanh nghiệp đã nộp,lại các khoản mục tiền tệ có gốc ngoại tệ > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,,(509.346.626.987),(432.737.571.907),15.0,,-509346626987.0,-432737571907.0
Tiền thu khác từ hoạt động kinh doanh,lại các khoản mục tiền tệ có gốc ngoại tệ > Tiền thu khác từ hoạt động kinh doanh,Tiền thu khác từ hoạt động kinh doanh,16,,600.342.871.468,502.851.953.913,16.0,,600342871468.0,502851953913.0
Tiền chỉ khác cho hoạt động kinh doanh,lại các khoản mục tiền tệ có gốc ngoại tệ > Tiền chỉ khác cho hoạt động kinh doanh,Tiền chỉ khác cho hoạt động kinh doanh,17,,(702.483.023.527),(942.077.048.135),17.0,,-702483023527.0,-942077048135.0
Lưu chuyển tiền thuần từ các hoạt động kinh doanh,lại các khoản mục tiền tệ có gốc ngoại tệ > Lưu chuyển tiền thuần từ các hoạt động kinh doanh,Lưu chuyển tiền thuần từ các hoạt động kinh doanh,20,,6.448.291.393.433,8.859.655.143.468,20.0,,6448291393433.0,8859655143468.0
