row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm(Đã điều chỉnh lại – Thuyết minh số 33),,
,,,No gốc,No gốc,,
"Việt Á, chi nhánh Bình Dương","Việt Á, chi nhánh Bình Dương","Việt Á, chi nhánh Bình Dương",430.282.496.886,45.884.613.334,430282496886.0,45884613334.0
"Đông Á, chi nhánh Bình Dương","Đông Á, chi nhánh Bình Dương","Đông Á, chi nhánh Bình Dương",124.292.700.000,100.217.792.000,124292700000.0,100217792000.0
"Kiên Long, chi nhánh Bình Dương","Kiên Long, chi nhánh Bình Dương","Kiên Long, chi nhánh Bình Dương",59.980.000.000,-,59980000000.0,
"SHB, chi nhánh Phú Nhuận","SHB, chi nhánh Phú Nhuận","SHB, chi nhánh Phú Nhuận",56.846.909.438,57.221.306.938,56846909438.0,57221306938.0
"VDB, CN Đắk Lắk – Đắk Nông","VDB, CN Đắk Lắk – Đắk Nông","VDB, CN Đắk Lắk – Đắk Nông",10.375.455.322,14.375.455.322,10375455322.0,14375455322.0
"Agribank, CN BMT","Agribank, CN BMT","Agribank, CN BMT",25.003.000.000,50.144.000.000,25003000000.0,50144000000.0
"Việt Á, CN BMT","Việt Á, CN BMT","Việt Á, CN BMT",103.280.240.824,112.169.717.674,103280240824.0,112169717674.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,810.060.802.470,380.012.885.268,810060802470.0,380012885268.0
