row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước(Dã điều chỉnh lại – Thuyết minh số 33),numeric__Năm nay,numeric__VNDNăm trước(Dã điều chỉnh lại – Thuyết minh số 33)
Lãi chênh lệch tỷ giá hối đoái,Lãi chênh lệch tỷ giá hối đoái,Lãi chênh lệch tỷ giá hối đoái,15.459.224.244,21.178.010.265,15459224244.0,21178010265.0
"Lãi tiền gửi ngân hàng, lãi cho vay","Lãi tiền gửi ngân hàng, lãi cho vay","Lãi tiền gửi ngân hàng, lãi cho vay",5.407.701.423,30.681.832.568,5407701423.0,30681832568.0
Lãi thanh lý khoản đầu tư,Lãi thanh lý khoản đầu tư,Lãi thanh lý khoản đầu tư,3.655.220.969,3.452.120.000,3655220969.0,3452120000.0
Khác,Khác,Khác,3.990.145.648,-,3990145648.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,28.512.292.284,55.311.962.833,28512292284.0,55311962833.0
