row_label_raw,row_label_full,Dự phòng các khoản phải thu khó đòi,(224.701.013.117),numeric__(224.701.013.117)
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,(92.532.275.095),-92532275095.0
Lợi nhuận chưa thực hiện từ việc chuyển nhượng cổ phần,Lợi nhuận chưa thực hiện từ việc chuyển nhượng cổ phần,Lợi nhuận chưa thực hiện từ việc chuyển nhượng cổ phần,(36.000.000.000),-36000000000.0
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,(34.748.199.556),-34748199556.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,(11.500.000.000),-11500000000.0
Tải sản thuế thu nhập doanh nghiệp hoãn lại,Tải sản thuế thu nhập doanh nghiệp hoãn lại,Tải sản thuế thu nhập doanh nghiệp hoãn lại,(5.311.847.733),-5311847733.0
Điều chỉnh tỷ lệ sở hữu công ty con,Điều chỉnh tỷ lệ sở hữu công ty con,Điều chỉnh tỷ lệ sở hữu công ty con,(5.008.297.390),-5008297390.0
"Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",(2.238.221.557),-2238221557.0
Dự phòng trợ cấp thời việc,Dự phòng trợ cấp thời việc,Dự phòng trợ cấp thời việc,(2.009.587.502),-2009587502.0
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,(1.811.436.778),-1811436778.0
Hợp nhất bổ sung báo cáo tài chính của một công ty con,Hợp nhất bổ sung báo cáo tài chính của một công ty con,Hợp nhất bổ sung báo cáo tài chính của một công ty con,(1.519.252.361),-1519252361.0
Đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,11.332.295.654,11332295654.0
Thăng dư vốn cổ phần,Thăng dư vốn cổ phần,Thăng dư vốn cổ phần,15.557.304.800,15557304800.0
Các khoản điều chỉnh khác,Các khoản điều chỉnh khác,Các khoản điều chỉnh khác,(851.805.135),-851805135.0
