row_label_raw,row_label_full,col_0,Giá trị còn lại > Tỷ lệsở hữu%,Giá trị còn lại > Số cuối nămVND,Giá trị còn lại > Tỷ lệsở hữu%_1,Giá trị còn lại > Số đầu năm(Đã điều chỉnh lại – Thuyết minh số 33)VND,numeric__Giá trị còn lại > Tỷ lệsở hữu%,numeric__Giá trị còn lại > Số cuối nămVND,numeric__Giá trị còn lại > Tỷ lệsở hữu%_1,numeric__Giá trị còn lại > Số đầu năm(Đã điều chỉnh lại – Thuyết minh số 33)VND
Công ty TNHH Trồng rừng,Công ty TNHH Trồng rừng,Công ty TNHH Trồng rừng,,,,,,,,
Trường Thành OJI,Công ty TNHH Trồng rừng > Trường Thành OJI,Trường Thành OJI,"51,00",87.783.046.009,"51,00",88.982.910.376,51.0,87783046009.0,51.0,88982910376.0
Công ty Cổ phần Phú Hữu Gia,Công ty TNHH Trồng rừng > Công ty Cổ phần Phú Hữu Gia,Công ty Cổ phần Phú Hữu Gia,"41,97",79.459.577.982,"43,75",80.868.563.222,41.97,79459577982.0,43.75,80868563222.0
Công ty Cổ phần Nông Lâmnghiệp Trường Thành,Công ty TNHH Trồng rừng > Công ty Cổ phần Nông Lâmnghiệp Trường Thành,Công ty Cổ phần Nông Lâmnghiệp Trường Thành,"25,72",21.988.393.988,"35,17",23.246.750.854,25.72,21988393988.0,35.17,23246750854.0
Công ty Cổ phần Bao bìTrường Thành,Công ty TNHH Trồng rừng > Công ty Cổ phần Bao bìTrường Thành,Công ty Cổ phần Bao bìTrường Thành,"43,76",751.743.201,"43,76",773.679.360,43.76,751743201.0,43.76,773679360.0
TỔNG CỘNG,Công ty TNHH Trồng rừng > TỔNG CỘNG,TỔNG CỘNG,,189.982.761.180,,193.871.903.812,,189982761180.0,,193871903812.0
