row_label_raw,row_label_full,col_0,Năm nay,Năm trước (Đã điều chỉnh lại – Thuyết minh số 33),numeric__Năm nay,numeric__Năm trước (Đã điều chỉnh lại – Thuyết minh số 33)
Lỗ của cổ đông sở hữu cổ phiếu phổ thông của Công ty (VND),Lỗ của cổ đông sở hữu cổ phiếu phổ thông của Công ty (VND),Lỗ của cổ đông sở hữu cổ phiếu phổ thông của Công ty (VND),(1.271.135.551.342),(108.595.124.131),-1271135551342.0,-108595124131.0
"Trích lập quỹ khen thưởng, phúc lợi (VND)","Trích lập quỹ khen thưởng, phúc lợi (VND)","Trích lập quỹ khen thưởng, phúc lợi (VND)",-,(10.733.008.502),,-10733008502.0
Lỗ thuộc cổ đông sở hữu cổ phiếu phổ thông của Công ty (VND),Lỗ thuộc cổ đông sở hữu cổ phiếu phổ thông của Công ty (VND),Lỗ thuộc cổ đông sở hữu cổ phiếu phổ thông của Công ty (VND),(1.271.135.551.342),(119.328.132.633),-1271135551342.0,-119328132633.0
Số cổ phiếu bình quân lưu hành trong năm Lỗ trên cổ phiếu (VND/cổ phiếu),Số cổ phiếu bình quân lưu hành trong năm Lỗ trên cổ phiếu (VND/cổ phiếu),Số cổ phiếu bình quân lưu hành trong năm Lỗ trên cổ phiếu (VND/cổ phiếu),143.193.194,118.180.042,143193194.0,118180042.0
- Lỗ cơ bản,- Lỗ cơ bản,- Lỗ cơ bản,(8.877),(1.010),-8877.0,-1010.0
- Lỗ suy giảm,- Lỗ suy giảm,- Lỗ suy giảm,(8.877),(1.010),-8877.0,-1010.0
