row_label_raw,row_label_full,col_0,Số cuối năm,VND > Số đầu năm(Đã điều chỉnh lại –Thuyết minh số 33),numeric__Số cuối năm,numeric__VND > Số đầu năm(Đã điều chỉnh lại –Thuyết minh số 33)
"Xây dựng nhà kho, nhà trung bày","Xây dựng nhà kho, nhà trung bày","Xây dựng nhà kho, nhà trung bày",16.990.103.641,7.220.273.666,16990103641.0,7220273666.0
Chi phí xây dựng và mua sắm tài sản khác,Chi phí xây dựng và mua sắm tài sản khác,Chi phí xây dựng và mua sắm tài sản khác,39.369.329.049,17.086.995.844,39369329049.0,17086995844.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,56.359.432.690,24.307.269.510,56359432690.0,24307269510.0
