row_label_raw,row_label_full,Mã số > 01,CHỈ TIỀU > I. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH Tổng (lỗ) lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản: Khấu hao và hao mòn (Hoàn nhập) trích lập các khoản dự phòng Lãi chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ Lãi từ hoạt động đầu tư Chi phí lãi vay,Thuyết minh > 25,Năm nay > (1.295.557.506.233) > 40.880.177.622 > (53.864.979.383) > (12.935.192.844) > (8.566.631.114) > 273.052.474.651,Năm trước (Đã điều chỉnh lại – Thuyết minh số 33) > (57.029.669.238) > 34.811.451.644 > 123.281.868.468 > (13.250.599.095) > (17.895.771.537) > 214.961.542.774,numeric__CHỈ TIỀU > I. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH Tổng (lỗ) lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản: Khấu hao và hao mòn (Hoàn nhập) trích lập các khoản dự phòng Lãi chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ Lãi từ hoạt động đầu tư Chi phí lãi vay,numeric__Thuyết minh > 25,numeric__Năm nay > (1.295.557.506.233) > 40.880.177.622 > (53.864.979.383) > (12.935.192.844) > (8.566.631.114) > 273.052.474.651,numeric__Năm trước (Đã điều chỉnh lại – Thuyết minh số 33) > (57.029.669.238) > 34.811.451.644 > 123.281.868.468 > (13.250.599.095) > (17.895.771.537) > 214.961.542.774
08,08,08,(Lỗ) lợi nhuận từ hoạt động kinh doanh trước thay đối vốn lưu động Giảm (tăng) các khoản phải thu Giảm (tăng) hàng tồn kho Giảm các khoản phải trả Tăng chi phí trả trước Tiền lãi vay đã trả Thuế thu nhập doanh nghiệp đã nộp Tiền chi khác cho hoạt động kinh doanh,(1.056.991.657.301),139.807.296.911,284.878.823.016,,-1056991657301.0,139807296911.0,284878823016.0
08,08,08,(Lỗ) lợi nhuận từ hoạt động kinh doanh trước thay đối vốn lưu động Giảm (tăng) các khoản phải thu Giảm (tăng) hàng tồn kho Giảm các khoản phải trả Tăng chi phí trả trước Tiền lãi vay đã trả Thuế thu nhập doanh nghiệp đã nộp Tiền chi khác cho hoạt động kinh doanh,(1.056.991.657.301),610.170.336.968,(241.075.222.856),,-1056991657301.0,610170336968.0,-241075222856.0
08,08,08,(Lỗ) lợi nhuận từ hoạt động kinh doanh trước thay đối vốn lưu động Giảm (tăng) các khoản phải thu Giảm (tăng) hàng tồn kho Giảm các khoản phải trả Tăng chi phí trả trước Tiền lãi vay đã trả Thuế thu nhập doanh nghiệp đã nộp Tiền chi khác cho hoạt động kinh doanh,(1.056.991.657.301),(319.987.896.899),(64.433.919.216),,-1056991657301.0,-319987896899.0,-64433919216.0
08,08,08,(Lỗ) lợi nhuận từ hoạt động kinh doanh trước thay đối vốn lưu động Giảm (tăng) các khoản phải thu Giảm (tăng) hàng tồn kho Giảm các khoản phải trả Tăng chi phí trả trước Tiền lãi vay đã trả Thuế thu nhập doanh nghiệp đã nộp Tiền chi khác cho hoạt động kinh doanh,(1.056.991.657.301),(4.033.806.056),(20.471.881.523),,-1056991657301.0,-4033806056.0,-20471881523.0
08,08,08,(Lỗ) lợi nhuận từ hoạt động kinh doanh trước thay đối vốn lưu động Giảm (tăng) các khoản phải thu Giảm (tăng) hàng tồn kho Giảm các khoản phải trả Tăng chi phí trả trước Tiền lãi vay đã trả Thuế thu nhập doanh nghiệp đã nộp Tiền chi khác cho hoạt động kinh doanh,(1.056.991.657.301),(177.637.793.215),(35.949.371.516),,-1056991657301.0,-177637793215.0,-35949371516.0
08,08,08,(Lỗ) lợi nhuận từ hoạt động kinh doanh trước thay đối vốn lưu động Giảm (tăng) các khoản phải thu Giảm (tăng) hàng tồn kho Giảm các khoản phải trả Tăng chi phí trả trước Tiền lãi vay đã trả Thuế thu nhập doanh nghiệp đã nộp Tiền chi khác cho hoạt động kinh doanh,(1.056.991.657.301),(739.069.536),(119.664.071.524),,-1056991657301.0,-739069536.0,-119664071524.0
08,08,08,(Lỗ) lợi nhuận từ hoạt động kinh doanh trước thay đối vốn lưu động Giảm (tăng) các khoản phải thu Giảm (tăng) hàng tồn kho Giảm các khoản phải trả Tăng chi phí trả trước Tiền lãi vay đã trả Thuế thu nhập doanh nghiệp đã nộp Tiền chi khác cho hoạt động kinh doanh,(1.056.991.657.301),(574.464.215),(21.030.738.356),,-1056991657301.0,-574464215.0,-21030738356.0
08,08,08,(Lỗ) lợi nhuận từ hoạt động kinh doanh trước thay đối vốn lưu động Giảm (tăng) các khoản phải thu Giảm (tăng) hàng tồn kho Giảm các khoản phải trả Tăng chi phí trả trước Tiền lãi vay đã trả Thuế thu nhập doanh nghiệp đã nộp Tiền chi khác cho hoạt động kinh doanh,(1.056.991.657.301),(809.987.053.343),(724.934.473),,-1056991657301.0,-809987053343.0,-724934473.0
20,20,20,Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh,(809.987.053.343),,(218.471.316.448),,-809987053343.0,,-218471316448.0
II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
21,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 21,21,Tiền chi để mua sắm và xây dựng tài sản cố định,(79.141.090.231),,(89.566.187.969),,-79141090231.0,,-89566187969.0
22,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 22,22,"Tiền thu do thanh lý, nhượng bán tài sản cố định",1.179.084.119,,12.339.175.493,,1179084119.0,,12339175493.0
23,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 23,23,Tiền chi cho vay và gửi ngân hàng có kỳ hạn,(1.584.883.726),,(403.556.404.802),,-1584883726.0,,-403556404802.0
24,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 24,24,Thu tiền gửi ngân hàng có kỳ hạn và thu hồi tiền cho vay,115.578.098.270,,298.812.690.741,,115578098270.0,,298812690741.0
25,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,-,,(22.850.000.000),,,,-22850000000.0
26,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,12.387.220.969,,12.002.700.000,,12387220969.0,,12002700000.0
27,II. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 27,27,"Tiền thu lãi tiền gửi, cho vay và cố tức nhận được",5.300.448.857,,9.380.548.111,,5300448857.0,,9380548111.0
