row_label_raw,row_label_full,Quá hạn thanh toán từ 6 tháng đến dưới 1 năm > Quá hạn thanh toán từ 1 năm đến dưới 2 năm > Quá hạn thanh toán từ 2 năm đến dưới 3 năm > Quá hạn thanh toán từ 3 năm trở lên,Số cuối năm > Giá gốc > 551.487.869 > 532.540.991 > 155.000.000 > 7.929.843.540,Số cuối năm > Giá trị có thể thu hồi ước tính > 386.041.508 > 266.270.496 > 46.500.000 > 1.086.330.743,Số đầu năm(Đã điều chỉnh lại – Thuyết minh số 33) > Giá gốc > 23.417.675.770 > 18.027.158.200 > 726.313.854 > 11.333.045.688,Số đầu năm(Đã điều chỉnh lại – Thuyết minh số 33) > Giá trị có thể thu hồi ước tính > 15.562.130.480 > 9.013.579.100 > 218.725.333 > 2.493.750,numeric__Số cuối năm > Giá gốc > 551.487.869 > 532.540.991 > 155.000.000 > 7.929.843.540,numeric__Số cuối năm > Giá trị có thể thu hồi ước tính > 386.041.508 > 266.270.496 > 46.500.000 > 1.086.330.743,numeric__Số đầu năm(Đã điều chỉnh lại – Thuyết minh số 33) > Giá gốc > 23.417.675.770 > 18.027.158.200 > 726.313.854 > 11.333.045.688,numeric__Số đầu năm(Đã điều chỉnh lại – Thuyết minh số 33) > Giá trị có thể thu hồi ước tính > 15.562.130.480 > 9.013.579.100 > 218.725.333 > 2.493.750
Khả năng thu hồi thấp,Khả năng thu hồi thấp,Khả năng thu hồi thấp,,,,,,,,
- Công ty TNHH Lâm nghiệp Hoàng Nam,Khả năng thu hồi thấp > - Công ty TNHH Lâm nghiệp Hoàng Nam,- Công ty TNHH Lâm nghiệp Hoàng Nam,48.548.394.382,-,40.261.024.690,-,48548394382.0,,40261024690.0,
- Công Ty TNHH TM & DV Lâm Nghiệp Minh Hoàng,Khả năng thu hồi thấp > - Công Ty TNHH TM & DV Lâm Nghiệp Minh Hoàng,- Công Ty TNHH TM & DV Lâm Nghiệp Minh Hoàng,17.271.027.379,-,-,-,17271027379.0,,,
- Khác,Khả năng thu hồi thấp > - Khác,- Khác,106.322.995.958,-,186.325.614.295,-,106322995958.0,,186325614295.0,
TỔNG CỘNG,Khả năng thu hồi thấp > TỔNG CỘNG,TỔNG CỘNG,181.311.290.119,1.785.142.747,280.090.832.497,24.796.928.663,181311290119.0,1785142747.0,280090832497.0,24796928663.0
