row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm (Đã điều chỉnh lại – Thuyết minh số 33),numeric__Số cuối năm,numeric__VND Số đầu năm (Đã điều chỉnh lại – Thuyết minh số 33)
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải thu về cho bên liên quan vay(Thuyết minh số 30),Ngắn hạn > Phải thu về cho bên liên quan vay(Thuyết minh số 30),Phải thu về cho bên liên quan vay(Thuyết minh số 30),4.755.427.765,-,4755427765.0,
Phải thu về cho các bên khác vay,Ngắn hạn > Phải thu về cho các bên khác vay,Phải thu về cho các bên khác vay,16.998.156.923,17.578.156.923,16998156923.0,17578156923.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,21.753.584.688,17.578.156.923,21753584688.0,17578156923.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Phải thu về cho bên liên quan vay(Thuyết minh số 30),Dài hạn > Phải thu về cho bên liên quan vay(Thuyết minh số 30),Phải thu về cho bên liên quan vay(Thuyết minh số 30),34.491.840.000,28.920.848.000,34491840000.0,28920848000.0
Dự phòng phải thu về cho vay khó đòi,Dài hạn > Dự phòng phải thu về cho vay khó đòi,Dự phòng phải thu về cho vay khó đòi,-,(4.056.336.210),,-4056336210.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Ngắn hạn,Trong đó: > Ngắn hạn,Ngắn hạn,-,(4.056.336.210),,-4056336210.0
