row_label_raw,row_label_full,Ngân hàng,Số cuối năm VND,Nguyên tệ USD,Kỳ hạn trả gốc và lãi,Lãi suất%/năm,Hình thức đảm bảo,numeric__Số cuối năm VND,numeric__Nguyên tệ USD,numeric__Kỳ hạn trả gốc và lãi,numeric__Lãi suất%/năm,numeric__Hình thức đảm bảo
"Việt Á, CN Bình Dương","Việt Á, CN Bình Dương","Việt Á, CN Bình Dương","Việt Á, CN Bình Dương","Việt Á, CN Bình Dương","Việt Á, CN Bình Dương","Việt Á, CN Bình Dương","Việt Á, CN Bình Dương",,,,,
Hợp đồng số 210-15/14/VAB/HĐNHDN ngày 8 tháng 10 năm 2014,"Việt Á, CN Bình Dương > Hợp đồng số 210-15/14/VAB/HĐNHDN ngày 8 tháng 10 năm 2014",Hợp đồng số 210-15/14/VAB/HĐNHDN ngày 8 tháng 10 năm 2014,154.538.794.644,-,Từ ngày 26 tháng 6 năm 2016 đến ngày 17 tháng 11 năm 2016,"11,88","Quyền đôi nợ hình thành trong tương lai từ các hợp đồng số TTF-ASA/01-15, 1103/2015 TTF-DLC, 0115IN/TTF-ANS và 09/15/TTF-MAN",154538794644.0,,,11.88,
Hợp đồng số 210-2/16/VAB/HĐNHDN ngày 29 tháng 12 năm 2015 - VND,"Việt Á, CN Bình Dương > Hợp đồng số 210-2/16/VAB/HĐNHDN ngày 29 tháng 12 năm 2015 - VND",Hợp đồng số 210-2/16/VAB/HĐNHDN ngày 29 tháng 12 năm 2015 - VND,162.760.703.800,-,Từ ngày 4 tháng 12 năm 2016 đến ngày 14 tháng 3 năm 2017,10 - 11,"Quyền đôi nợ hình thành trong tương lai từ các hợp đồng số 01/15IN/TTF-ASH, TTF-RC/150112, 1009/16IN/TTF-LL, và 0103/2016IN/TTF-FGG và hàng hóa, nguyên vật liệu, sân phẩm dở dang và thành phẩm hình thành trong tương lai",162760703800.0,,,,
- USD,"Việt Á, CN Bình Dương > - USD",- USD,12.699.636.340,557.246,Ngày 14 tháng 2 năm 2017,"4,4 - 5","Quyền đôi nợ hình thành trong tương lai từ các hợp đồng số 01/15IN/TTF-ASH, TTF-RC/150112, 1009/16IN/TTF-LL, và 0103/2016IN/TTF-FGG và hàng hóa, nguyên vật liệu, sân phẩm dở dang và thành phẩm hình thành trong tương lai",12699636340.0,557246.0,,,
Hợp đồng số 210-45/15/VAB/HĐNHDN ngày 20 tháng 5 năm 2015,"Việt Á, CN Bình Dương > Hợp đồng số 210-45/15/VAB/HĐNHDN ngày 20 tháng 5 năm 2015",Hợp đồng số 210-45/15/VAB/HĐNHDN ngày 20 tháng 5 năm 2015,186.734.287.000,-,Từ ngày 19 tháng 2 năm 2016 đến ngày 25 tháng 2 năm 2016,11,"Quyền đôi nợ hình thành trong tương lai từ các hợp đồng số 0303/2015 TTJSC-HNAM, 0203/2015 TTJSC-VUTHANH, và 0103/2015 TTJSC-DLC và 0403/2015 TTJSC-HNAM",186734287000.0,,,11.0,
Hợp đồng số 210-46/15/VAB/HĐNHDN ngày 20 tháng 5 năm 2015,"Việt Á, CN Bình Dương > Hợp đồng số 210-46/15/VAB/HĐNHDN ngày 20 tháng 5 năm 2015",Hợp đồng số 210-46/15/VAB/HĐNHDN ngày 20 tháng 5 năm 2015,33.385.262.842,-,Từ ngày 19 tháng 2 năm 2016 đến ngày 25 tháng 2 năm 2016,11,Quyền đôi nợ hình thành trong tương lai từ các hợp đồng số 1003/2015 TTBD3-DLC và 1103/2015 TTBD3-DLC,33385262842.0,,,11.0,
"Tổng cộng Việt Á, CN Bình Dương","Việt Á, CN Bình Dương > Tổng cộng Việt Á, CN Bình Dương","Tổng cộng Việt Á, CN Bình Dương",550.118.684.626,557.246,,,,550118684626.0,557246.0,,,
